Company Name,Certification ID,Location,Email,Address,Certifying Agency,Valid From,Valid To,Products,Scraped Timestamp
ANGEL STARCH & FOOD PRIVATE LIMITED Certified,ORG-2308-001855,Erode,organiccertification@elitegreen.in,"Plot No:E22, SIPCOT Industrial Growth Centre,, Erode, Tamil Nadu",NPOP,validfrom 05/11/2023,04/11/2024,Manioc (cassava) starch,2025-03-30T14:36:25.934684
Annapurna Farm Certified,ORG-1608-001453,Viluppuram,ankitha@imocontrol.in,"Mailam road,, Viluppuram, Tamil Nadu",NPOP,validfrom 08/09/2023,07/09/2024,"Banana Pulp, Banana puree, Barnyard Millet Flour, black gram split white, Broken rice, Coconut (Dried), Dry Rosella Flower, Gomazio, Guava jam, Guava Jam, KODO Millet Flour, Kodo/Kodon Millet, Mango Jams, Mustard, Non-Basmati Rice, Papaya Jam, Parboiled Rice, Ragi Flour, Red Rice, Red Rice Flour, Rice, Rice Flour, Rosella Jam, Sawan/Barnyard Millet, Sesame seeds, Tamarind jam, Tamarind/Imli (T.indica), Urad dal/Split Black gram",2025-03-30T14:36:25.934945
APEX COCO AND SOLAR ENERGY LIMITED Certified,ORG-1903-000606,Tirupur,gokul@apexcoconuts.com,"N-70/1, Devanallur, Chellampalayam (PO), Tirupur, Tamil Nadu",NPOP,validfrom 14/07/2023,24/06/2024,"Coconut Desiccated, coconut Meat, Coconut milk, Coconut oil, Coconut powder/dried coconut powder, Coconut shred, Coconut Water, extra virgin coconut oil, Virgin coconut oil",2025-03-30T14:36:25.935163
ARMSTRONG SPINNING MILLS PRIVATE LIMITED Certified,ORG-2002-000438,Tirupur,asmindia@asm-india.net,"61-C, Saminathapuram II Street, Anupparpalayam Post, Tirupur, Tamil Nadu",NPOP,validfrom 10/04/2024,04/03/2025,Semul/Silk Cotton (Bombax ceiba),2025-03-30T14:36:25.935374
ASIANN ORGANICS Certified,ORG-2309-002421,Coimbatore,ovitanics@gmail.com,"7-3/14 KULATHUTHOTTAM KANNAMPALAYAM POST COIMBATORE, Mettupalayam Mpty,, Coimbatore, Tamil Nadu",NPOP,validfrom 29/09/2023,28/09/2024,"Ashwagandha root, Ashwagandha Root Powder, Ashwagandha TBC, Azadirachta indica (Neem), Azadirachta indica-leaves-dry extract, Centella asiatica, Drum Stick (Moringa Oleifera) Oil, Drumstick, Guava extracts (Psidium Gauva), Lemon Grass, Lemon Grass Tea, Mint/Mentha, Moringa Tea, Moringa (M.oleifera), Moringa Cake powder, Moringa capsule, Moringa Green Tea, Moringa oleifera Leaf powder, Moringa oleifera leaves extract, Moringa seed, Mulberry extract, Murraya koenigii(L.)Spreng.(Curry leaves), Noni (Moringa citrifolia) - Extract, Tamarind/Imli (T.indica), Tulasi Churna, Turmeric Powder, Turmeric TBC, Turmeric whole-dried",2025-03-30T14:36:25.935588
Auro Spirul Certified,ORG-1306-000527,Viluppuram,sivamvishwa@gmail.com,"Windarra Farm, Auroville, Vanur Taluk, Viluppuram, Tamil Nadu",NPOP,validfrom 28/07/2023,14/06/2024,"Alfalfa, Alfalfa powder, Amla extact capsule, Amla powder, Arjun powder (Terminalia arjuna), Arjuna/T.arjuna capsule, ASHWAGANDHA capsule, Ashwagandha Powder, Barley Grass Powder, Barleygrass, Black Pepper Powder, BRAHMI capsule, Brahmi Powder, Cardamom Powder, Cinnamon (Powder), Clove powder, Convolvulus pluricaulis Powder, Ginger Powder, Haritaki powder, Haritaki/T.chebula capsule, Masala Chai, Moringa Powder, Moringa capsule, Nutmeg Powder, Punarnava Extract, Punarnava powder, Shankhapushpi/C.pleuricaulis capsule, Shatavari Capsule, Shatavari powder, Stevia, Stevia/Stevia rebaudiana powder, Triphala Capsule, Triphala Powder, Turmeric Capsule, Turmeric Powder, Wheatgrass, Wheatgrass powder",2025-03-30T14:36:25.935819
AVT Natural Products Limited Certified,ORG-1311-001107,Erode,bhaskar.p@avtnatural.com,"S.F.No:234/1, Mysore Trunk Road, Puduvadavalli, Erode, Tamil Nadu",NPOP,validfrom 26/01/2024,07/11/2024,"Marigold (Tagetes erecta), Marigold Fresh Flower, Marigold pellet",2025-03-30T14:36:25.936030
B&B Organics Certified,ORG-2105-002608,Tiruchirappalli,procure@bnborganics.com,"3/3632, Menaga Towers, Lalgudi Main Road, No: 1, Tolgate, Mannachanallur-TK, Tiruchirappalli, Tamil Nadu",NPOP,validfrom 30/09/2023,11/07/2024,"Assam Tea, Barnyard Millet Flour, Basmati rice-brown, Basmati rice-white, Beginnings-Organic cereal flakes-wheat, Beginnings-Organic millet flakes-Mixed millet, Black cumin, Black Pepper, Black Pepper Powder, Black sesame, Brown gram/Gram/Chana (Cicer arietinum), Brown Rice, Cane jaggery, Castor Oil, chana Dal, Chia, Chilli dried, Chilli powder, Coconut oil, Coriander Powder, Coriander seed/whole, Cumin Powder, Cumin seed, Curry Leaf powder, Fennel (other than seed), Fennel Powder, Fenugreek, Fenugreek Powder (Methi Powder), Finger millet flour, Flax Seeds (Grounded), Foxtail Millet, Foxtail Millet Flour, Green Tea, Groundnut/Peanut, Groundnut/Peanut oil (Edible grade), Health mix, Horse gram whole, Idli boiled white rice, Jaggery cube, Jaggery powder, Jowar flour, Khandasari sugar, KODO Millet Flour, Kodo/Kodon Millet, Lemon Grass, Little millet, Masoor (Lens Culinaris), Masoor Dal, Millet, Millet Flour, Moong Dal, Moringa Powder, Mustard - Black, Navara rice, Non-Basmati Rice, Palm Jaggery, Parboiled Red Rice, Peanut ?jaggery balls, Pearl Millet/Bajra, Proso millet, Quinoa, Ragi flakes, Ragi/Finger Millet grain, Red Rice Flour, Rice Flakes, Rice Flour, Rice hand pounded, Rice-Sona Masuri, Roasted Coffee Powder, Sambar Mix/ Sambar Powder, Sawan/Barnyard Millet, Sesame ?jaggery balls, Sesame Oil/Gingelly Oil, Sesame Seed - Oil, Sesame seeds, Sorghum Grain, Sugar (Brown/Natural), Tur/ Toor Dal, Turmeric Powder, Urad dal-Whole(White), Virgin coconut oil, Wheat, Wheat flour, Wheat Premium, Wheatgrass powder, White Sesame/Sesame",2025-03-30T14:36:25.936249
"Balmaadi Estate,Vettaikkorumagan Agri Service Private Limited Certified",ORG-1507-001198,Chennai,shwethakr@imocontrol.in,"Estate address :Lauriston P.O,Gudalur,The Nilgiris,Tamilnadu-643211, Chennai, Tamil Nadu",NPOP,validfrom 09/07/2023,08/07/2024,"Cinnamon dried, Coffee Arabica Berry, Coffee Arabica Parchment, Coffee Arabica-Cherry, Coffee clean, Coffee Robusta Cherry, Dried Cardamom, Stevia leaves-dried",2025-03-30T14:36:25.936466
"Biogen Fertilizer India Pvt Ltd, Salem Certified",PGSI/S(TN)-3087,Salem,md.biogen@gmail.com,"B2 Palace Towers ,Commercial Complex Cherry Road , Salem, Salem, Tamil Nadu",PGS India,validfrom 30/11/-0001,30/01/2020,,2025-03-30T14:36:25.936677
Bombay Burmah Trading Corporation Limited-Oothu Tea Factory Certified,ORG-1910-002618,Tirunelveli,mgr.oothu@bbtcl.in,"Oothu estate, Tirunelveli, Tamil Nadu",NPOP,validfrom 10/11/2023,09/11/2024,"Bai Mu Dan Tea, Black Tea, Green Tea, Organic Black Tea, Speciality tea-Oolong, White tea",2025-03-30T14:36:27.731351
COFFEE IDEAS! Certified,ORG-1805-000726,Viluppuram,ankitha@imocontrol.in,"Auroville Main Road, Kuilapalayam,, Viluppuram, Tamil Nadu",NPOP,validfrom 05/06/2023,04/06/2024,"Arabica Coffee Powder, Black Pepper, Cinnamon (Powder), Cocoa beans, Cocoa powder (without sugar/sweetening matter), Coffee Powder, Dried Cocoa Beans",2025-03-30T14:36:27.731490
Conscious Living Certified,ORG-1608-001450,Viluppuram,info@masonchocolate.com,"Fraternity, Viluppuram, Tamil Nadu",NPOP,validfrom 08/09/2023,07/09/2024,"Choclate Filled (bars), Choclate Filled (blocks) slabs or bars, Choclate Filled (slabs), Chocolate, Cocoa beans, Cocoa butter, Cocoa powder (with sugar/sweetening matter), Cocoa powder (without sugar/sweetening matter), Dried Cocoa Beans, Sugar",2025-03-30T14:36:27.731618
CRYSTAL TEA INDIA PVT LTD Certified,ORG-2305-001092,Coimbatore,qa@crystaltea.in,"1/14, TVS NAGAR, KAVUNDAMPALAYAM, Coimbatore, Tamil Nadu",NPOP,validfrom 19/09/2023,18/09/2024,"Acai Blue berry Tea, Basil/Tulsi, Black Currant tea, Black Tea, Black Tea With Mint, Celsus Forest Fruit, Chai, Chai Spice Blend, Chocolate mint tea, Coconut chips, Earl grey Tea, Flavoured Tea, Ginger TBC, Green Tea, Green Tea Bags, Green Tea With Mint, Jasmine Flavoured green Tea, Lavender flower, Lemon Ginger Tea, Lemon Green Tea, Lemongrass, Liquorice powder, Liquorice roots, Masala Chai, Mint Flavoured Black Tea, Mint/Mentha leaves, Rosemary, Strawberry Tea, Tea black lemon Flavour, Tulsi Chai Masala, Tulsi Chai Masala Tea, Turmeric Leaf, Turmeric Leaf TBC, Vanilla",2025-03-30T14:36:27.731747
