Company Name,Certification ID,Location,Email,Address,Certifying Agency,Valid From,Valid To,Products,Scraped Timestamp
Botanic Supplements Private Limited Certified,ORG-2201-000334,Yadadri Bhuvanagiri,kinni@botanichealthcare.net,"Survey No.-300, Main Road S. Lingotam village,Choutuppal, Yadadri Bhuvanagiri, Telangana",NPOP,validfrom 26/02/2024,16/02/2025,"Acacia arabica powder, Acacia catechu Extract, Acacia catechu Powder, Achyranthes aspera Extract, Acorus calamus Extract, Adhatoda vasica (Vasaka/kali basuti), Adhatoda vasica Extract (Vasaka Extract), Adhatoda vasica Powder (Vasaka Powder), Aegle marmelos Extract, Ajwain, Ajwain Powder, Ajwain Seed Oil, Alfalfa extract, Alfalfa powder, Aloe vera extract, Aloe Vera leaves, Aloe Vera leaves powder, Amaranth Flour, Amaranth Seed Extract, Amaranth seed/ Ram dhana, Amla Juice, Amla oil, Amla powder, Ananthamool Powder/Sariva Powder(Hemidesimus In.po, Anise oil (aniseed oil), Annatto extract, Aonla/Amla Extract, Arjun powder (Terminalia arjuna), Ashok (Saraca indica) - Extract, Ashoka powder, Ashwagandha Extract, Ashwagandha root, Ashwagandha Root Extract, Ashwagandha Root Powder, Asparagus racemosus Extract, Asparagus racemosus Powder, Azadirachta indica (Neem), Azadirachta indica-leaves-dry extract, Bai Vidang (Embelia ribes), Bamboo extract, Bamboo powder, Banana powder, Barley Grass Powder, Basil (Ocimum Sanctum), Basil oil ( Ocimum basillicum), Basil oil (Ocimum sanctum), Basil/Tulsi Oil, Bay Leaf, Bay leaf powder, Bay Leaf - Extract, Bay leaf oil, Beet root, Beet Root powder, Berberis aristata extract/ Daruhaldi, Berberis Aristata(Daru Haldi), bitter Gourd Extract, Black Cumin Powder, Black Pepper, Black Pepper Extract, Black pepper oil, Black Pepper Powder, Boerhaavia diffusa (Punerneva), Boerhaavia diffusa Extract, Boswella serrata, Boswella serrata Extract, Brahmi extracts/Bacopa monnieri, Brahmi/Bacopa monnieri, Brahmi/Bacopa monnieri Powder, cardamom extract, Cardamom Large (Black), Cardamom Oil, Cardamom Powder, Carrot, Carrot Dehydrated, Cassia fistula Extract, Cassia oil, Celastrus paniculatus Extract, Celastrus paniculatus Powder, Celery Powder, Centella asciatica Extract, Centella asciatica Powder, Centella asiatica, Centella asiatica-whole plant-powder, Chamomile powder, Chia, Chicory (cichorium intybus) extract, Chicory Root Powder, Cinnamon - Extract, Cinnamon bark, Cinnamon bark extract, Cinnamon bark powder, Cinnamon dried, Cinnamon oil, Cissus quadrangularis extract (Hadjod), Cissus quadrangularis powder, Citronella oil, Citrus Medica extract, Citrus peels, Clove bud oil, Clove oil, Coconut Desiccated, Coconut oil, Coconut powder/dried coconut powder, Coleus Forskohlii extract, Coleus root powder, Commiphora mukul Extract, Coriander, Coriander Powder, Coriander seed oil, Cumin Extract, Cumin Powder, Cumin whole, Curry Leaf powder, Curry leaf/leaves, Daruharidra (Berberis aristata) Powder, Davana oil, Dehydrated Ginger Powder, Dill oil (Sowa Oil), Eclipta alba Extract/ bhringraj, Eclipta alba Powder, Embelia ribes (false pepper) extract, Emblica Officinalis (wild Amla), Emblica officinalis Extract, Eucalyptus citridora oil, Eucalyptus globulus oil, Fennel Extract, Fennel Powder, Fennel seed oil, Fenugreek extract, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Fiber Harmony-Whole Husk Psyllium, Flax Seed, Flax seed powder, Frankincense oil, Freeze dried amla powder, Freeze Dried Banana, Freeze Dried Ginger, Freeze/dried/Jackfruit/dehydrated, Galangal Powder, Garcinia cambogia powder, Garcinia cambogia-fruit-dry extract, Garlic extract, Garlic Oil, Garlic Powder, Ginger ExtractZingiber officinalis/, Ginger oil, Ginger Oleoresins/ Gingerols, Ginger paste, Ginger Powder, Ginger whole (dried), Glycyrrhiza glabra-root-dry extract, Glycyrrhiza glabra-root-powder, Gotukola-centella asiatica extract, Green Cardamom, Green Cardamom Powder, Green Coffee bean Extract Powder, Green Coffee Extract, Green tea extract., Green tea powder, Guar gum powder, Guava extracts (Psidium Gauva), Guavas Dried, Guduchi (Cocculus cordifolous), Guduchi (Tinospora Cordifolons), Gymnema powder, Gymnema sylvestre, Gymnema sylvestre extract, Haritaki/Harad(Terminalia chebula), Hibiscus, Hibiscus rosasinensis extract, Hibiscus rosasinensis powder, Holy basil, Holy basil extract, Inula racemosa extract, Inula Racemosa powder, Jamun/Neralae(Syzygium cuminii), Kalmegh powder (Andrographis paniculata), Kalmegh(Andrographis penniculata)- extract, Karela Extract ( Momordica Charantia ), Karela fruit, Kutki (Picrorhiza kurroa), Kutki Extract(Picrorhiza kurroa), Lavender Extract, Lavender powder, Lemon Grass, Lemon grass oil(Cymbopogon citrates), Lemon grass root powder, Lemon oil, Lemon peel dried, Lemon Peel extract, lemon peel powder, Lemon Peel TBC, Longa Piper extract, Lotus flowers dried, LOTUS POWDER, Manjistha/Rubia cordifolia, Manjistha/Rubia cordifolia - Extract, Manjistha/Rubia cordifolia Powder, Matricaria chamomile extract, Mentha Citrata Oil, Mentha piperata oil (Mentha piperita), Mentha/mint arvensis oil (M.arvensis), Mint Leaves Dehydrated, Mint Powder, Moringa dried leaves, Moringa oleifera Leaf powder, Moringa oleifera leaves extract, Moringa seed oil, Morus alba Extract, Morus alba Powder, Mucuna pruriens (Mucuna), Mucuna pruriens Extract, Mucuna pruriens Powder, Murraya koenigii Extract, Murraya koenigii Powder, Mustard, Mustard Extract, Mustard Oil (crude), Mustard seed powder, Neem extract, Neem leaves, Neem leaves powder, Neem oil, Noni (Moringa citrifolia) - Extract, Noni Fruit Powder, Nutmeg Powder, Ocimum basilicum (Krishna/Vana Tulsi), Ocimum sanctum extract, Olive oil, Oregano, Palmarosa oil, Papaya extract (C.papaya), Papaya leaves (C.papaya), Papaya leaves powder, Papaya pieces, Paprika Powder (capsicum annum), Patchouli oil, Pepper long/Pippali (Piper longum), Peppermint Oil (Mentha piperita), Phyllanthus niruri Extract, Phyllanthus niruri Powder, Pippali powder-Piper longum, Plumbago zeylanica Extract, Plumbago zeylanica Powder, Pomegranate Dry Peel, Pomegranate extract, Psyllium husk (isobgul), Psyllium husk powder, Psyllium seed (isobgul), Punica granatum ?Powder, Punica granatum Extract, Rose oil, Rosemary Oil, Safed Musli - Extract, Safed Musli powder, Sage oil (Salvia officinalis), Salacia (S.oblonga), Salacia oblonga Powder, Salacia reticulata extract, salacia reticulata Powder, Sapindus mukorossi (Reetha), Sapindus mukorossi Extract, Senna extract, Senna Leaves Powder, Sesame Seed - Extract, Sesamum Oil, Shatavari powder, Shatavari Root, Sida cordifolia Extract, Sida cordifolia Powder, Solanum nigrum Extract/ Kakamachi, Solanum nigrum Powder, Spearmint oil, Stevia leaves-dried, Stevia/Stevia rebaudiana extract, Stevia/Stevia rebaudiana powder, Sweet flag (acorus calamus)oil, Symplocos racemosa powder, Symplocos racemosa(lodhra)extract, Tamarind extract, Tamarind Powder (Imli), Terminalia arjuna, Terminalia arjuna Extract, Terminalia bellirica fruit (bahera), Terminalia bellirica powder, Terminlia bellirica Extract, Terminlia chebula Extract, Tinospora cordifolia Extract, Tinospora cordifolia Powder, Tribulus terrestris extract, Tribulus terrestris powder, Trikatu extract, Trikatu powder, Triphala - Extract/powder, Triphala Powder, Tulsi Powder, Turmeric extract, Turmeric fingers, Turmeric Oil, Turmeric Powder, Turmeric TBC, Valerian powder, Valeriana wallichii (tagar) extract, Vana Tulsi (Ocimum gratissimum), Vanilla TBC, Vetiver Extract, Vetiver Oil, Vidanga Powder, Virgin coconut oil, VSF Herbal Blend, VSM Herbal Blend, Wheatgrass powder",2025-03-30T14:36:50.011868
DAANA FARMERS NETWORK PRIVATE LIMITED Certified,ORG-1706-000791,Hyderabad,afarhan@gmail.com,"H. No. 8-2-400/1/A, Road No. 5, Hyderabad, Telangana",NPOP,validfrom 30/06/2023,16/06/2024,"Black Mustard Oil, Brown Rice, Castor Oil (Edible grade), chana Dal, Coconut oil, Gram Flour/Besan, Groundnut/Peanut oil (Edible grade), Moong Dal, Non-Basmati Rice, Safflower Seed Oil (Kardi Seed Oil), Sesame Oil/Gingelly Oil, Sunflower Seed Oil, Tur/ Toor Dal, Turmeric Powder, Urad (phasleolus mungo) Black gram, Urad dal/Split Black gram, Wheat, Wheat flour",2025-03-30T14:36:50.012152
Deccan Grainz Private Limited Certified,ORG-2311-002770,Hyderabad,info@deccanrice.com,"Plot No.20,Power Nagar,Kukatpally Village&Mandal,Medchal-Malakajgiri, Hyderabad, Telangana",NPOP,validfrom 18/12/2023,17/12/2024,"Ajwain, Ajwain Powder, Ajwain/Bishop Weed seed, Almond, Almond oil, Almonds (In shell), Alphonso Mango, Amaranth/Amaranthus/Thotakura, Amla, Amla ???Candy, Amla dried, Amla Juice, Amla powder, Amla whole dried, Aonla, Aonla Powder, Apricots, Arhar, Arhar dal (Red gram/Pigeon pea), Ashwagandha Root Powder, Bajra (other than seed), Bajra flour/ Atta, Bajra porridge/Dalia, Bala powder, Banana dehydrated, Banana Fresh, Barley Flakes, Barley Flour, Barley whole, Barley- Dehulled, Basmati Paddy, Basmati rice, Basmati rice-brown, Basmati rice-white, Bay Leaf, Bay leaf powder, Bay leaves/Tejpatta, Beaten rice, Beet root, Beet Root powder, Bengal Gram Whole, Bengal Gram(Chana)Flour, Bitter Gourd, Black cumin, Black Cumin Powder, Black Gram De-husked, Black Gram Flour, black gram split white, Black gram/Urd (Vigna sp.), Black Mustard Seed, Black Pepper, Black pepper (garbled), Black Pepper Powder, Bottle Gourd, Brahmi Powder, Broken rice, Brown gram/Gram/Chana (Cicer arietinum), Brown mustard, Brown Mustard Oil, Brown Rice, Brown rice flakes, Brown Rice flour, Buck wheat (seed quality), Buckwheat (other than seed), Buckwheat Flour, Buckwheat- Dehulled, Cabbage lettuce (head lettuce), Cane molasses, Cane Sugar cubes, Cardamom, Carrot, Cashew Whole, Cashew-Split, Castor (other than seed quality), Castor Oil (Edible grade), Cauliflower, chana Dal, Chat masala, Cherry/Cherries, Chia, Chickpea/Kabuli Chana (garbanzos), Chilli dried, Chilli powder, Chilli whole, Chitkabra rajma himalayan, Chitra Kidney beans/Rajma (Phaseolus vulgaris), Chives (Allium schoenoprasum), Chives Dehydrated, Cinnamon, Cinnamon (Powder), Clove whole, Coconut Desiccated, Coconut flakes, Coconut oil, Coffee Cherry-Arabica, Coffee Powder, Coriander, Corn Daliya/ Corn Porridge, Cotton Seed, Cowpea, Cowpea split, Cowpea white dal, Cowpea/Lobia whole(V.unguiculata/sinensis), Cucumber, Cumin Powder, Cumin seed, Cumin whole, Dehulled Pearl Millet, Dehulled Sorghum, Dehydrated Bitter Gourd, Dehydrated Green / Red Chilly Powder, Dehydrated Mango, Dehydrated onion powder, Dehydrated Orange Flakes, Dehydrated Pineapple, Dehydrated Pink/Red Onion Flakes, Dilli Rajma Masala, Dried Cardamom, Dried Clove, Dried garlic, Dried potato chips, Drum Stick - Frozen, Drum Stick powder, Dry rose petals-Red, Fennel Powder, Fennel Seed, Fennel Seed - Roasted, Fennel/saunf, Fenugreek, Fenugreek Crushed, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Flax seed powder, Flaxseed, Foxtail Millet, Garam Masala, Garam masala powder - medium, Garlic, Garlic Dehydrated, Garlic flakes, Garlic Powder, Ginger Fresh, Ginger whole, Ginger whole (dried), Gram Flour/Besan, Green Cardamom, Green Cardamom Powder, Green Chana (Gram), Green chilli dry, Green Chilli Flakes, Green chilli fresh, Green Chilli Powder (dry), Green Gram Flour, Green gram powder/ Moong Dal Powder, Green gram split yellow/Moong dal-yellow, Masoor Dal, Moong Dal, Non-Basmati Rice, Papad/ plain papadum, Pearl Millet/Bajra, Pigeon pea, Pineapple, Poha / Chivda, Poha Flattened Rice, Potato, Potato Dehydrated, Potato Powder, Proso millet, Puffed Rice Chivda, Punjabi Rajma, quinoa, Radish, Ragi (Finger Millet- other than seed), Ragi Vermicelli, Ragi/Finger Millet grain, Raisins/Kismis, Rapeseed/Rai/Rye, Rasam powder, Red Chilli Flakes, Red Chilli Powder, Red Gram, Red Lentil, Red onion powder, Red Rice, Red Rice Flour, Rice Flakes, Rice Puffed, Rice Sonamasuri Brown, Rice Sonamasuri Hand pound, Rice-Sona Masuri, Roasted Almonds, Roasted Gram/ chana, Roasted wheat, Safflower Seed Oil (Kardi Seed Oil), Saffron, Sambar Mix/ Sambar Powder, Sambhar Powder, Sapota dried/dehydrated, Sapota fresh (chico), Sattu, Sesame chikkies, Sesame Oil/Gingelly Oil, Sesame powder, Sesame white dehulled, Sesame/Sesamum, Shahi Jeera/Cumin, Smoked Black Pepper Powder, Sorghum, Sorghum Flour, Sorghum Grain, Soyabean Flakes, Soyabean/Soybean Black, Soyabean/Soybean Flour, Soyabean/Soybean White, Soyabean/Soybean White (Seed Quality), Soybean, Soybean Nuggets, Soybean/soyabean oil, Split Green gram/Moong (Vigna sp.), Split Lentil, Sugar, Sugar (Brown/Natural), Sugarcane, Suji/Semolina/ Cream of Wheat, Sunflower, Sunflower Seed Oil, Tamarind dry (Imli), Tamarind fresh seeded(Imli), Tur/ Toor Dal, Turmeric Powder, Turmeric whole-dried, Turmeric Whole-fresh, Urad Dal Black Split, Urad Dal Split, Urad Dal-Spilt with Shell, Urad dal-Whole(White), Urad dhuli, walnut, Wheat, Wheat flour, White Cane Sugar, White Rice flour",2025-03-30T14:36:50.012422
DECCAN GRAINZ PRIVATE LIMITED Certified,ORG-2112-007095,Sangareddy,info@deccanrice.com,"Plot No.G27, TSII, Sultanpur General Park, Beside Medical Device Park (ORR), Daira Vilage, Ameenpur, Sangareddy, Telangana",NPOP,validfrom 17/02/2024,13/02/2025,"Bajra flour/ Atta, Bajra porridge/Dalia, Basmati Paddy, Basmati rice, Basmati rice-brown, Basmati rice-white, Beaten rice, Bengal Gram Whole, Bengal Gram(Chana)Flour, Black Gram De-husked, Brown gram/Gram/Chana (Cicer arietinum), Brown Rice, Brown rice flakes, Brown Rice flour, Cane Sugar cubes, chana Dal, Chilli dried, Chilli powder, Chilli whole, Chitra Kidney beans/Rajma (Phaseolus vulgaris), Clove whole, Cloves, Cowpea, Cowpea Red, Cowpea split, Cowpea white dal, Cowpea/Lobia whole(V.unguiculata/sinensis), Gram Flour/Besan, Green Gram Flour, Green Gram Whole (Moong Sabut), Green Moong Dal, Green peas, Idly rava, Indian Organic Basmati Rice, Indian Organic Brown Basmati Rice, Jaggery, Jaggery cube, Jaggery liquid, Jaggery powder, Jowar, Kabuli Chana, Lentil, Lentil dal, Lentil Flour, Maida, Masoor Dal, Masoor Dal-Split with out Shell, Moong Dal, Moong Dal Plain, Moong dal-Split, Moong Dal-Split with shell, Non Basmati Paddy (NDR 359), Non-Basmati Rice, Organic Broken Rice, Paddy husk, Paddy-Sona Masuri, Poha / Chivda, Poha Flattened Rice, quinoa, Ragi (Finger Millet- other than seed), Ragi Flour, Red Chilli (whole), Red Chilli Powder, Red Flattened Rice, Red Gram, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Lentil, Red Rice, Red Rice Paddy, Rice Flour, Rice Porridge/dalia, Rice Puffed, Rice Sonamasuri Brown, Rice Sonamasuri Hand pound, Rice-Hand Ponded, Rice-Sona Masuri, Split Lentil, Sugar (Brown/Natural), Suji/Semolina/ Cream of Wheat, Tur/ Toor Dal, Turmeric Powder, Turmeric Whole-fresh, Urad (phasleolus mungo) Black gram, Urad Dal Black Split, Urad Dal Split, Urad Dal-Spilt with Shell, Urad Dal-Split without Shell, Urad dal-Whole(White), Urad dhuli, Urad Whole(black), White Cane Sugar",2025-03-30T14:36:50.012680
"Ekalavya Foundation, Hyderabad Certified",PGSI/W(TG)-1352,Hyderabad,"info@ekalavya.net, pvg@ekalavya.net","1-8-522/7, Chikkadapally Hyderabad (Telangana), Hyderabad, Telangana",PGS India,validfrom 30/11/-0001,10/01/2019,,2025-03-30T14:36:50.012926
FRESH ORGANICS Certified,ORG-2306-001442,Hyderabad,freshorganicsstore@gmail.com,"H NO.5-32/J-06/01,FLAT NO.J 601,3 B,PHASE ,SUNWAY OPUS GRAND NEVILLE,LANE OPP TO VOLVO SERVICE CENTER,MIYAPUR BACHUPALLY ROAD,AMEENPUR,SANGAREDDY, Hyderabad, Telangana",NPOP,validfrom 22/08/2023,21/08/2024,"Ajwain, Ajwain Powder, All spice powder, Almond oil, Almonds (Shelled), Amaranth Flour, Amaranth seed/ Ram dhana, Amaranth/Amaranthus/Thotakura, Aonla Powder, Apricots, Arhar dal (Red gram/Pigeon pea), Asafoetida, Bajra flour/ Atta, Bajra porridge/Dalia, Barley Flour, Barley Porridge/Dalia, Barley whole, Barley- Dehulled, Basmati Paddy, Basmati rice, Basmati rice-brown, Basmati rice-white, Bay Leaf, Bay leaf powder, Beaten rice, Bengal Gram Whole, Bengal Gram(Chana)Flour, Black cumin, Black Cumin Powder, black gram split white, black gram white whole, Black gram/Urd (Vigna sp.), Black Pepper, Black Pepper Powder, Black sesame, Black Sesame/Sesamum-seed quality, Broken rice, Brown gram/Gram/Chana (Cicer arietinum), Brown Rice, Buckwheat (other than seed), Buckwheat Flour, Byadagi chilli, Cane Sugar, Cardamom, Cardamom Large (Black), Cardamom Powder, cashew kernels (w240), Cashew nut (In shell), Cashew Whole, Cashew-Split, Castor Oil, chana Dal, Chia, Chickpea/Kabuli Chana (garbanzos), Chilli powder, Chilli whole, Chitra Kidney beans/Rajma (Phaseolus vulgaris), Cinnamon, Cinnamon (Powder), Clove powder, Cloves, Cocoa, Cocoa shells, Coconut (Dried), Coconut oil, Coffee beans, Coffee Powder, Coriander Powder, coriander seed, Coriander seed/whole, Cowpea, Cumin Powder, Cumin seed, Cumin whole, Dehydrated Green / Red Chilly Powder, Dried Cardamom, Dried Clove, Fennel Powder, Fennel Seed, Fennel/saunf, Fenugreek, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Flax Seed, Flax seed powder, Foxtail Millet, Garlic Powder, Ginger Powder, Ginger sliced (dried), Ginger whole, Ginger whole (dried), Gram Flour/Besan, Green gram split yellow/Moong dal-yellow, Green Gram Whole (Moong Sabut), Green gram/chana/Moong (Vigna sp.), Green gram/Moong dhuli, Green peas, Green Tea, Groundnut/Peanut, Groundnut/Peanut Oil (Crude), Groundnut/Peanut oil (Edible grade), Guntur Chilli, Horse gram whole, Idly rava, Indian Organic Basmati Rice, Indian Organic Brown Basmati Rice, Jaggery, Jaggery cube, Jaggery lump, Jaggery powder, Jowar, Jowar flour, Jowar Porridge, Kabuli Chana, Kalmegh powder (Andrographis paniculata), Kalonji/nigella, Kasuri methi, Khandasari sugar, Kodo/Kodon Millet, Kokum/Garcinia, Lentil, Lentil dal, Little millet, Mace Powder, Maida, Maize (Corn), Maize Grain, Maize/ corn porridge (Dalia), Maize/Corn flour, Malka Whole, Mango Powder/ Aamchur, Masoor (Lens Culinaris), Masoor Dal, Matki/Moth Bean, Millet, Millet Flour, Millet porridge, Moong Dal, Moong Dal-Split with shell, Moringa Powder, moth dal, Multi grain Atta, Mustard, Mustard Oil (crude), Mustard Oil (Refined), Natural Honey, Non-Basmati Paddy, Non-Basmati Rice, Nutmeg mace (dried), Nutmeg Powder, Nutmeg Whole, Olive oil, Pea- Dried, Pearl Millet/Bajra, Poha / Chivda, Poppy seeds, Proso millet, Psyllium husk (isobgul), quinoa, Ragi (Finger Millet- other than seed), Ragi Flour, Ragi/Finger Millet grain, Raisins/Kismis, Raw Cashewnut Kernels, Red Chilli (whole), Red Chilli Powder, Red Flattened Rice, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Lentil, Red Rice, Rice Flour, Rice Porridge/dalia, Rice-Sona Masuri, Roasted bengalgram dal, Roasted Gram/ chana, Safflower Seed Oil (Kardi Seed Oil), Safflower seeds: Of seed quality, Saffron, Sawan/Barnyard Millet, Sesame Oil/Gingelly Oil, Sesame Seed - Oil, Sesame seeds, Sesame/Sesamum, Soap Nut Fruit, Sorghum, Sorghum Flour, Sorghum Grain, Soyabean/Soybean Flour, Soyabean/Soybean White, Soybean, Soybean Whole, Special Turmeric Powder, Split Gram/Chana (Cicer arietinum), Split Green gram/Moong (Vigna sp.), Split Lentil, Split Pigeon pea/arhar/Red gram, Star anise, Sugar, Sugar (Brown/Natural), Suji/Semolina/ Cream of Wheat, Sunflower oil: edible grade, Sunflower Seed Oil, Sunflower seeds: Of seed quality, Tamarind/Imli (T.indica), Tulsi Powder, Tur/ Toor Dal, Turmeric Dried, Turmeric fingers, Turmeric Powder, Turmeric slice dried, Turmeric whole-dried, Turmeric Whole-fresh, Urad (phasleolus mungo) Black gram, Urad Dal Black Split, Urad Dal Split, Urad Dal-Spilt with Shell, Urad Dal-Split without Shell, Urad dal-Whole(White), Urad dal/Split Black gram, Urad dhuli, Urad Whole(black), Virgin coconut oil, walnut, Walnut kernels, Walnuts: In Shell, Wheat, Wheat flour, Wheat grain, Wheat Maida, Wheat Porridge/Dalia, White Pepper, White Pepper powder, White Sesame/Sesame, Wild Honey, Yellow mustard",2025-03-30T14:36:50.013191
FRUMAR AGRI FOODS PRIVATE LIMITED Certified,ORG-1602-000224,Hyderabad,ramesh@frumarltd.com,"PLOT NO :241-C,1st Floor, Nr. Vajras Shree Nivasam, Raghavendra Colony, Hyderabad, Telangana",NPOP,validfrom 27/03/2024,09/03/2025,"Ajwain, Basmati rice-white, Bay Leaf, Bengal Gram Whole, Black Gram De-husked, Black gram/Urd (Vigna sp.), Black Pepper, Broken rice, Brown Rice, Cardamom, chana Dal, Chickpea/Kabuli Chana (garbanzos), Cinnamon bark, Cloves, Coconut, Coconut oil, Coriander Powder, Coriander seed/whole, Cowpea, Cowpea/Lobia whole(V.unguiculata/sinensis), Cumin Powder, Cumin whole, Fennel Seed, Fenugreek, Foxtail Millet, Gram Flour/Besan, Green Cardamom, Green gram split yellow/Moong dal-yellow, Green Gram Whole (Moong Sabut), Green peas, Groundnut/Peanut, Jaggery, Jaggery cube, Jaggery powder, Kabuli Chana, Kodo/Kodon Millet, Lentil, Little millet, Mace, Maida, Malka Whole, Masoor Dal, Mix Dal, Moong Dal, Moong Dal-Split with shell, moth dal, Mustard, Mustard small, Non-Basmati Rice, Nutmeg Whole, Pea- Dried, Poha Flattened Rice, Proso millet, Puffed Rice Chivda, Ragi/Finger Millet grain, Rasam powder, Red Chilli (whole), Red Chilli Powder, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Rice, Rice Sonamasuri Hand pound, Rice-Sona Masuri, Roasted bengalgram dal, Sawan/Barnyard Millet, Split Pigeon pea/arhar/Red gram, Suji/Semolina/ Cream of Wheat, Tamarind/Imli (T.indica), Tur/ Toor Dal, Turmeric Powder, Urad Dal-Spilt with Shell, Urad dal/Split Black gram, Urad dhuli, Wheat Porridge/Dalia (Roasted)",2025-03-30T14:36:50.013443
H B OVERSEAS Certified,ORG-2305-001060,Hyderabad,aditahsi@hotmail.com,"7-3-141,GAGANPAHAD,, Hyderabad, Telangana",NPOP,validfrom 03/06/2023,02/06/2024,"Amla, Annato oil, Annatto, Aonla/Amla Extract, Arrow Root, Arrow root powder, Ashwagandha, Ashwagandha Extract, Castor Oil, Castor seeds, Citronella, Citronella oil, Cocoa beans, Cocoa butter, Coconut (Dried), Coconut oil, Coconut oil (Crude), Coconut powder/dried coconut powder, Glucose Liquid, Glycerine, Groundnut/Peanut, Groundnut/Peanut Oil (Crude), Groundnut/Peanut oil (Edible grade), Lauric Acid, Lecithin, Lemon Grass, Lemon grass oil, Maize (Corn), Maize starch, Manioc (cassava) (Flour), Marigold meal, Marigold/Tagetes oil, Mustard Oil (crude), Mustard Oil (Refined), mustard Seeds-Yellow, Neem oil, Neem seed, Nutmeg oil, Nutmeg Whole, Other, Other, Palm kernels (seed quality), Palm Oil (Crude), Palm oil (Refined bleached deodorised), Palmarosa grasses/ Palmarosa, Palmarosa oil, Palmolein (Refined bleached deodorised), Patchouli leaves, Patchouli oil, Peppermint, Peppermint Oil (Mentha piperita), Rapeseed Oil, Rapeseed/Rai/Rye, Refined rapeseed oil of edible, Rice bran, Rice Bran Oil, Rice bran Oil (Edible Grade), Rosemary, Rosemary Extract, Rosemary Oil, Spearmint oil, Sunflower oil: edible grade, Sunflower Seed Oil, Sunflower seeds: Of seed quality, Tapioca, Vetiver Oil, Vetiver roots",2025-03-30T14:36:50.013687
HERBOCHEM Certified,ORG-2305-001167,Rangareddi,kondepudi.karthik@herbochem.com,"Unit 38, Technocrats Industrial Estate, Balanagar, Rangareddi, Telangana",NPOP,validfrom 31/08/2023,30/08/2024,"Aamlaki Powder, Adhatoda vasica Extract (Vasaka Extract), Aloe vera extract, Aonla/Amla Extract, Apple Juice Powder, Ashwagandha Extract, Ashwagandha Powder, Bacopa Extract, Bamboo extract, Beet root Juice Powder, Berberis vulgaris (Barberry), Bhoomi amla/Phyllanthus amarus, Black Pepper Extract, Black Pepper Powder, Boswellia serrata, Caralluma fimbriata extract, Carrot Juice Powder, Centella asciatica Extract, Cinnamon (Powder), Cinnamon - Extract, Cissus quadrangularis extract (Hadjod), Cissus quadrangularis powder, Coconut Extract, Coleus Forskohlii extract, Cumin Powder, Curry Leaf powder, Dehydrated Tomato powder, Eclipta alba Extract/ bhringraj, Eclipta alba Powder, Fenugreek extract, Fenugreek Powder (Methi Powder), Fruit vinegar, Garcinia cambogia powder, Garcinia powder/Extract, Garlic extract, Giloy Powder, Ginger (1) extract powder, Ginger (G) herb powder, Glycyrrhiza glabra-root-dry extract, Glycyrrhiza glabra-root-powder, Glyzerizha glabra (Licorice), Green Coffee bean Extract Powder, Green tea extract., Guggul, Gymnema extracts, Gymnema powder, Haritaki powder, Haritaki shell- Terminalia chebula, Holy Basil (Tulsi)HE Extract, Holy Basil (Tulsi)SC Extract, Kalmegh powder (Andrographis paniculata), Kalmegh(Andrographis penniculata)- extract, Karela Extract ( Momordica Charantia ), Karela Jamun Powder, Krishna Tulsi Powder-Ocimum basilicum, Medicinal fruits, leaves, powder, flowers and pod, Moringa oleifera Leaf powder, Moringa oleifera leaves extract, Mucuna pruriens Extract, Mucuna pruriens Powder, Nardostachys grandiflora(jatamansi)extract, Neem bark extract, Neem bark powder, Neem extract, Neem leaf powder, Noni (Moringa citrifolia) - Extract, Papaya extract (C.papaya), Pomegranate extract, Rosehips, Salacia reticulata extract, Senna extract, Shatavari extract, Soap Nut Fruit, Special Turmeric Powder, Stevia/Stevia rebaudiana extract, Stevia/Stevia rebaudiana powder, Strawberry Juice Powder, Terminalia arjuna Bark - Extract, Terminalia bellirica powder, Terminalia bellirica/baheda, Tinospora cordifolia Extract, Tribulus terrestris extract, Triphala - Extract/powder, Turmeric extract, Valerian powder, Vegetable Saps & Extracts, Venga (Pterocarpus marsupium), Wheat Grass Juice Powder",2025-03-30T14:36:50.013934
HERITAGE BIO-NATURAL SYSTEMS PRIVATE LIMITED Certified,ORG-2402-000377,Hyderabad,drreddy@heritage-herbs.in,"2-24-113/8, Laxmi Narayana Colony, Uppal, Uppal Circle No.2, Hyderabad, Telangana",NPOP,validfrom 10/03/2024,09/03/2025,"Adhatoda vasica (Vasaka/kali basuti), Asparagus racemosus (Shatawar), Bel/Bael/Aegle marmelos, Boswellia serrata, Cardamom Large (Black), Cassia auriculata (Tanners cassia), Cinnamon bark, Commiphora Mukul Gum, Eclipta alba (Bhrigjraj/Bhringraj), Emablica Officinalis (Fruit), Gokshura Fruit (Tribulus terrestris), Gymnema Sylvestre (Leaves), Lemon Grass, Senna leaves, Tamarind/Imli (T.indica), Tephrosia purpurea (Sharpunkha), Terminalia arjuna, Terminalia bellirica/baheda, Tinospora cordifolia (Guruchi), Turmeric Dried",2025-03-30T14:36:50.014177
