Company Name,Certification ID,Location,Email,Address,Certifying Agency,Valid From,Valid To,Products,Scraped Timestamp
AMBUJA SOLVEX PRIVATE LIMITED Certified,ORG-2310-002518,Mahesana,"yogesh.panchal@ambujasolvex.com,chintan@ambujasolvex.com","SURVEY NO : 1159, NEAR AMBUJA INTERMEDIATES PVT. LTD. VILLAGE : RAJPUR,, Mahesana, Gujarat",NPOP,validfrom 18/11/2023,17/11/2024,Castor Oil,2025-03-08T10:24:03.992993
Amiha Agro Pvt. Ltd. Certified,ORG-2110-006210,Ahmedabad,amitabh.singh@amihaindia.com,"12th floor, 1227-1228, Iconic Shyamal, Shyamal Cross Road, Ahmedabad, Gujarat 380015, Ahmedabad, Gujarat",NPOP,validfrom 21/11/2023,31/10/2024,Raw Cotton,2025-03-08T10:24:03.993298
AMIHA FIBRES PRIVATE LIMITED Certified,ORG-2401-000202,Ahmedabad,hetalshah@amihaindia.com,"1227,1228, Iconic Shyamal,, Ahmedabad, Gujarat",NPOP,validfrom 13/02/2024,12/02/2025,Raw Cotton,2025-03-08T10:24:03.993574
AMIT COTTON INDUSTRIES Certified,ORG-2303-000721,Rajkot,amitcottonind@gmail.com,"PLOT NO.11, SURVEY NO.234/1, BH: KISHAN CEMENT, GONDAL ROAD, SHAPAR(VERAVAL), Rajkot, Gujarat",NPOP,validfrom 07/05/2024,07/05/2025,Raw Cotton,2025-03-08T10:24:03.993845
Anand Food & Dairy Products Certified,ORG-2211-003961,Anand,anandfood2@gmail.com,"Chikhodra Sarsa Road, Tehsil-Chikhodra, Anand, Gujarat",NPOP,validfrom 29/02/2024,05/12/2024,"Alphonso Mango Pulp, Kesar Mango Pulp, Totapuri Mango pulp",2025-03-08T10:24:03.994128
Apollo Agro Industries Limited Certified,ORG-1505-000911,Mahesana,apollo.agro@yahoo.com,"Unjha- Sidhpur State Highway, Mahesana, Gujarat",NPOP,validfrom 05/09/2023,22/06/2024,"Amaranth seed/ Ram dhana, Basil/Tulsi, Chickpea/Kabuli Chana (garbanzos), Coriander seed/whole, Cumin (Black -seed quality), Fennel Seed, Fenugreek Seed (Methi Seed), Flax Seed, Lentil, Mustard, Psyllium husk (isobgul), Psyllium husk powder, Psyllium seed (isobgul), Psyllium seed powder, Red Kidney beans/Rajma (Phaseolus vulgaris), Soyabean/Soybean White, Turmeric Powder",2025-03-08T10:24:03.994407
ARJUN BEES WAX INDUSTRIES Certified,ORG-2103-001940,Vadodara,arjunbeeswax@yahoo.com,"1) Plot No. 844A, GIDC, WAGHODIA, Vadodara, Gujarat-391760. 2) PLOT No. 831-844B, GIDC, WAGHODIA, Vadodara, Gujarat-391760, Vadodara, Gujarat",NPOP,validfrom 18/08/2023,27/05/2024,Beewax,2025-03-08T10:24:03.994680
ASALYA FOOD INGREDIENTS PRIVATE LIMITED Certified,ORG-2109-005320,Ahmedabad,export@asalya.in,"PLOT NO - 22, PHASE - III, Ahmedabad, Gujarat",NPOP,validfrom 04/11/2023,11/10/2024,"Amaranth Flour, Amaranth/Amaranthus/Thotakura, Ashwagandha Root Powder, Basil/Tulsi, Chia, Cinnamon (Powder), Coriander seed/whole, Cumin whole, Fenugreek Seed (Methi Seed), Flax seed powder, Flax/Linseed, Kalonji/nigella, Moringa Powder, Pearl Millet/Bajra, Psyllium husk (isobgul), Psyllium husk powder, quinoa, Ragi (Finger Millet-seed quality), Ragi Flour, Sesame/Sesamum, Turmeric Powder, Yellow mustard",2025-03-08T10:24:03.994951
ATREY PHARMACEUTICALS PRIVATE LIMITED Certified,ORG-2208-002926,Ahmedabad,naman@atreypharma.com,"688, Paldi-Kankaj,, Ahmedabad, Gujarat",NPOP,validfrom 20/10/2023,14/09/2024,"Alfalfa powder, Aloe Vera Juice, Aloe Vera leaves powder, Amla Juice, Amla powder, Arjun powder (Terminalia arjuna), Arjuna vati/T.arjuna tablet, Ashoka powder, Ashwagandha caplets, Ashwagandha Root Powder, Ashwagandha tablets, Basil/Tulsi, Brahmi Powder, Castor Oil, Chia, Cinnamon (Powder), Coconut oil, Eclipta alba (Bhrigjraj/Bhringraj), Fennel Powder, Fenugreek Powder (Methi Powder), Flax Seed, Flax Seed oil, Giloy Powder, Ginger Powder, Gokshura caplets, Gokshura powder-tribulus terrestris, Gotukola Powder, Guduchi (Cocculus cordifolous), Guduchi caplets, Guduchi vati/T.cordifolia tablet, Gymnema powder, Haritaki Fruit, Henna Powder, Hibiscus sabdariffa Powder, Indigo Powder, Jamun juice, Kalonji/nigella, Karela Juice / Bitter, Karela/Bittergourd Powder, Lemon Powder, Liquorice powder, Manjistha/Rubia cordifolia Powder, Moringa Powder, Moringa Oil, Mucuna pruriens Powder, Neem caplets, Neem juice, Neem oil, Neem powder, Quinoa, Rose petals powder, Safed Musli powder, Senna Leaves Powder, Shatavari powder, Shatavari vati/A.racemosus tablet, Shikakai powder, Soap Nut/Reetha ( Powder), Soap Nut/Reetha (Nuts), Terminalia bellirica powder, Triphala caplets, Triphala Juice, Triphala Powder, Tulsi caplets, Tulsi Juice, Tulsi Powder, Turmeric Powder, Wheatgrass Juice, Wheatgrass powder",2025-03-08T10:24:03.995240
AVNITHA ORGANICS PRIVATE LIMITED Certified,ORG-2208-002735,Jamnagar,avnithaorganics@gmail.com,"C/O RAMSHIBHAI S.CHAVDA,SH.RAMESHBHAI J.PINDARIYA, SHOP NO. 3, SHYAM PLAZA, KAMDAR COLONY,, Jamnagar, Gujarat",NPOP,validfrom 19/01/2024,18/01/2025,"Agra Pani Poori Masala, Ajwain, Alfalfa powder, Almond, Almond oil, Aloe Vera Juice, Aloe Vera Powder, Amaranth Flour, Amaranth/Amaranthus/Thotakura, Amla ???Candy, Amla Juice, Amla powder, Arhar dal (Red gram/Pigeon pea), Ashwagandha Root Powder, Bajra flour/ Atta, Barley Flour, Barley Porridge/Dalia, Barley whole, Basmati rice, Bay Leaf, Bengal Gram Whole, Black cumin, black gram split white, Black gram/Urd (Vigna sp.), Black Mustard Seed, Black Pepper, Black sesame, Brown Rice flour, Buckwheat (other than seed), Buckwheat Flour, Cardamom, Cashew nut (In shell), Castor Oil (Edible grade), Chana Dal Snack, Chana Masala, Chat masala, Chia, Chickpea/Kabuli Chana (garbanzos), Chitra Kidney beans/Rajma (Phaseolus vulgaris), Cinnamon, Cloves, Coffee (Indian) Organic, Cooked/ roasted/ cracked Corn, Cooked/roasted/cracked sunflower seeds, Coriander, Coriander Powder, Cowpea Red, Crystal Sugar, CTC Tea, Cumin Powder, Dates-Fresh (excluding wet dates), Dehydrated garlic powder, Dehydrated Green / Red Chilly Flake, Dehydrated Green / Red Chilly Powder, Dehydrated onion powder, Dilli Chaat Masala, Dilli Tadka Masala, Dried banana slices, Dried potato chips, Dried/Dehydrated Figs, Fennel/saunf, Fenugreek, Fenugreek Powder (Methi Powder), Finger millet flour, Flax Seeds (Grounded), Foxtail Millet, Garam Masala, Garlic Pickle, Ginger Garlic paste, Ginger Pickle, Ginger Powder, Ginger whole (dried), Gram Flour/Besan, Green Cardamom, Green Chilli Pickle, Green gram/chana/Moong (Vigna sp.), Green peas, Green Tea fresh, Groundnut/Peanut, Groundnut/Peanut oil (Edible grade), groundnut/peanut roasted, Gujarati Tea Masala, Gulab Sarbat (Rose Concentrate), Herbal tea, Jaggery, Jaggery cube, Jaggery powder, Jeevanti (leptadenia reticulata), Kasuri methi, Kodo/Kodon Millet, Lemon Pickle, Little millet, Maida, Maize (Corn), Maize/Corn flour, Mango Pickle, Mango Pickle, Mango Squash, Mangosteen (fresh), Masala Peanut, Masoor (Lens Culinaris), Masoor Dal, Mix Dal, Moringa Powder, Multi grain Atta, Mumbai Pau Bhaji Masala, Muskmelon seeds, Mustard - Black, Mustard oil (aroma/E. Oil), Navara puffed rice, Papad/ plain papadum, Pea Pulse (Pisum sativum), Peanut butter/Arachis butter, Pearl Millet/Bajra, Peshawari Biryani Masala, Pistachios, Poha Flattened Rice, Poppy seeds, Proso millet, Pumpkin Seeds, Punjabi masala papad, quinoa, Ragi/Finger Millet grain, Raisins/Kismis, Red Chilli pickle, Roasted Brown Flaxseed, Roasted Sesame, Rose Petals T-Cut, Saffron, Sambhar Powder, Sawan/Barnyard Millet, Sesame Seed - Oil, Shahi Jeera/Cumin, Sorghum, Sorghum Flour, Sorghum Grain, Soybean Whole, Split Green gram/Moong (Vigna sp.), Sugar, Sugar (Brown/Natural), Suji/Semolina/ Cream of Wheat, Sunflower oil: edible grade, Swasth roti flour(Wheat Flour), Tamarind dry (Imli), Tamarind Powder (Imli), Tomato ketchup, Triphala Powder, Turmeric Fresh, Turmeric Powder, Virgin coconut oil, walnut, Water Melon Seeds, Wheat, Wheat Pasta, Wheat Porridge/Dalia, Wheatgrass powder, White pea beans - Phaseolus angularis, White Pepper, White Sesame/Sesame, Wild Honey, Yellow mustard",2025-03-08T10:24:03.995548
