Company Name,Certification ID,Location,Email,Address,Certifying Agency,Valid From,Valid To,Products
BERGWERFF ORGANIC INDIA PVT LTD (UNIT-II) Certified,ORG-2011-003006,Dhar,swapnil.jadhav@suminter.com,"Plot No F-17B,C,D,E Part, Phase-1, ISEZ, Sector-3, Dhar, Madhya Pradesh",NPOP,validfrom 21/12/2023,17/12/2024,"Ajwain, Ajwain/Bishops Weed, All Spice seed, Aloe Vera, Aloe Vera Gel, Aloe Vera leaves, Alphonso mango preserve, Amaranth seed/ Ram dhana, Amla, Amla powder, Amla TBC, Anantmool (Hemidesmus indicus), Arabica coffee BB, Arabica coffee PB, Arhar dal (Red gram/Pigeon pea), Arrow Root, Arrowroot powder, Ashok (Saraca Indica), Ashwagandha, Ashwagandha Extract, Ashwagandha Leaf, Ashwagandha Powder, Ashwagandha root, Ashwagandha TBC, Asparagus racemosus (Shatawar), Asparagus racemosus (Shatawari) TBC, Baby corn, Bai Vidang (Embelia ribes), Banana Dried, Banana Fresh, Banana puree, Basil/Tulsi, Basmati rice-brown, Basmati rice-white, Bay Leaf, Bay leaf powder, Bay Leaf - Extract, Bay leaves/Tejpatta, Beet root, Bel/Bael/Aegle marmelos, Berberis vulgaris (Barberry), Bitter Gourd, Black gram white, Black gram/Urd (Vigna sp.), Black Mustard Seed, Black Pepper, Black pepper (garbled), Black Pepper cracked, Black pepper crushed, Black Pepper Powder, Black pepper TBC, Black sesame, Black Sesame/Sesamum, Black Sesame/Sesamum-seed quality, Black Tea, Blend Tea, Boswellia serrata, Brahmi extracts/Bacopa monnieri, Brahmi Powder, Brahmi-Bacopa monnieri- extract, Brahmi/Bacopa monnieri, Brinjal/Aubergines (egg plant), Broccoli, Brown mustard, Brown Sesame/Sesamum, Brown Sesame/Sesamum-seed quality, Byadagi chilli oleoresin, Cabbage, Cane Sugar, Caraway Seeds (seed quality), Cardamom, Cardamom Oil, Cardamom Powder, Cardamom seed, Cardamom TBC, Cardamom TBC CO2 processed, Carrot, Cashew kernel (Shelled broken), Cashew kernel (Shelled but not broken or whole), Cashew kernel (Shelled whole), Cashew Kernel (W340), cashew kernels (w210), cashew kernels (w240), cashew kernels (w320), Cashew Kernels Wholes 450, Cashew nut (In shell), Cauliflower, Celery, Celery Powder, Centella asiatica, Chamomile (M.chamomile), Chamomile dry extracts (Matricaria recutita), Chamomile Tea, Chickpea/Kabuli Chana (garbanzos), Chicory, Chicory Roasted, Chilli crushed, chilli flakes, Chilli powder, Chilli Powder-bird eye, Chilli whole, Chilli whole (dry), Chilli-Bird eye, Chilly Extract, Cinnamon, Cinnamon (Powder), Cinnamon bark, Cinnamon dried, Cinnamon nice bark, Cinnamon TBC, Cinnamon? TBC CO2 Processed, Clove Oleoresin, Clove powder, Clove TBC, Clove tea bag cut, Cloves, Cluster Bean / Guar fodder, Cocoa beans, Cocoa fresh, Coconut (Dried), Coconut (Fresh), Coconut Desiccated, Coconut oil, Coffee Arabica Parchment, Coffee beans, Coffee Cherry-Arabica, Coffee Cherry-Robusta, Convolvulus pluricaulis (Shankpushpi), coriander green leaf, Coriander Powder, coriander seed, Coriander split, Coriander TBC, Cumin Powder, Cumin seed, Cumin whole, Curry leaf oil, Curry Leaf powder, Curry leaf/leaves, curry powder, Cyperus rotundus (Nagarmootha), Davana oil, Dehydrated Green / Red Chilly Flake, Dehydrated onion powder, Desiccated mango chutney (Mango chunda), Dill Seed (Aowa), Dried banana slices, Dried capsicum(chilly), Dried Cardamom, Dried Clove, Dried Curry leaves, Dried mango slices, Dried nutmeg shelled, Dried Pineapple Slices, Dried Thyme, Dry rose petals-Pink, Dry rose petals-Red, Dry rose petals-Rose, Dry/Dehydrated Coriander leaves, East India lemon grass, Eclipta alba (Bhrigjraj/Bhringraj), Fennel (seed quality), Fennel Powder, Fennel Seed, Fennel tea bag cut, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Flax Seed, Freeze/dried/Jackfruit/dehydrated, French beans, Galangal roots, Garcinia cambogia (Fruit), Garlic, Garlic flakes, Garlic Granules, Garlic Powder, Gherkins/Gerkins, Ginger chips, Ginger ExtractZingiber officinalis/, Ginger Flakes, Ginger Fresh, Ginger Powder, Ginger sliced (dried), Ginger TBC, Ginger whole, Gokhru Small(Tribulas terrestris), Gotukola Powder, Green Chilly, Green Gram Whole (Moong Sabut), Green gram/chana/Moong (Vigna sp.), Green peas, Green pepper (dehydrated), Green Pepper-fresh, Green Pepper/bell pepper, Groundnut/Peanut, Guava preserve, Gudmar(Gynemema leaves), Guduchi (Cocculus cordifolous), Guggal, Gumari (Gymnema sylvestre), Haritaki/Harad(Terminalia chebula), Harjor (Cissus quadrangularis), Henna (Lawsonia inermis) - Extract, Henna (Lawsonia inermis/alba), Henna Leaves, Henna Powder, Hulled Sesame/Sesamum, Jackfruit jam,  paste & puree, Jaggery, Jaggery powder, Jangli haldi, Kalahari (Gloriosa superba), Kalmegh(Andrographis penniculata), Kokam, Kokam juice, Kokum/Garcinia, Krishna tulsi (Ocimum sanctum), Krishna Tulsi Powder-Ocimum basilicum, Krishna Tulsi TBC-Ocimum basilicum, Lemon essential Oil, Lemon grass oil, Lemon Juice Concentrate, Lemongrass, Lemongrass oil, Lentil, Lettuce, Liquorice Extract, Liquorice powder, Liquorice roots, Liquorice TBC, Mace, Mace Powder, Madhuca longifolia(J.Koenig)Macbr.(Butter-nut tree, Madhuka (Madhuca indica), Mahua flowers, Mahua seed, Maize (Corn), Maize Grain, Maize/Corn flour, Mango (fresh), Mango (sliced dried), Mango dried, Mango juice/ concentrates, Mango Powder/ Aamchur, Mango pulp, Marjoram (O.majorana), Masala Chai, Masoor (Lens Culinaris), Matki/Moth Bean, Mentha Arvensis Leaf / Herbage, Minced Garlic, Mint/Mentha, Mix spices (Whole), Moringa Powder, Moringa dried leaves, Motha (Cyperus rotendus), MuskDana (Abelmoschus moschatus), Mustard, Mustard - Black, Mustard black powder, Mustard flour, Mustard Powder, mustard Seeds-Yellow, Nager Motha (Cyperus Scariosus), Natural sesame seeds, Neem oil, Neem powder, Niger seed, Non-Basmati Rice, Nutmeg (In shell), Nutmeg (Shelled), Nutmeg mace (dried), Nutmeg Powder, Nutmeg tea bag cut, Oilbanum or frankincense, Okra/Bhindi, Onion, Onion (Dried), Onion (Powder), Onion (Seeds), Onion Chopped, Onion flakes, Onion Granules, Onion Minced, Oregano, Orthodox Unblended Green Tea, Palmarosa oil, Papaya (C.papaya), Papaya Dehydrated, Papaya puree, Paprika (Capsicum annuum), Parchment Coffee-Robusta, Parsley, Parsley powder, Pearl Millet/Bajra, Pepper long/Pippali (Piper longum), Pepper oil, Peppermint leaves, Peppermint Oil (Mentha piperita), Peppermint oleoresin(Mentha piperita), Pigeon pea, Pineapple, Pineapple chutney, Pineapple dehydrated, Pineapple juice, Pineapple preserve, Pineapple Slices, Pipali, Pomegranate (fresh), pomegranate seeds/anardana, Psyllium husk (isobgul), Psyllium husk powder, Psyllium seed (isobgul), Psyllium seed powder, Pushkarmool/Inula racemosa, Radish, Raisins/Kismis, Rama Tulsi powder-Ocimum sanctum, Rama Tulsi Seed, Rama Tulsi TBC-Ocimum sanctum, Rama Tulsi-Ocimum sanctum, Rauwolfia/R.serpentina (Sarpgandha), Ready to eat product, Red Chilli (whole), Red Chilli Flakes, Red Gram, Red gram whole, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Pepper/Mirchi/Chilli (dried), Rice, Ridge gourd/Luffa Chilled, Roasted Chicory, Roasted Sesame, Rose buds, Rose Petal TBC, Rose Petals T-Cut, Rosemary, Rosemary powder, Safflower Seed Oil (Kardi Seed Oil), Safflower seeds: Of seed quality, Saffron, Sage (Salvia Sclarea), Sahijan leaf, Senna, Senna extract, Senna leaves, Senna Leaves Powder, Senna Leaves Tea Bag Cut (TBC), Senna pods, Senna Pods Powder, Senna Pods TBC, Senna Stem TBC, Sesame Oil/Gingelly Oil, Sesame/Sesamum-seed quality, Shahi Jeera/Cumin, Shatavari, Shatavari powder, Shatavari Root, Soap Nut/Reetha (Nuts), Soapnut shells, Sorghum, Spearmint leaves, Spearmint oil, Spice Mix (Garam Masala), Split Chickpea/Kabuli Chana (garbanzos), Split Green gram/Moong (Vigna sp.), Split Lentil, Split mustard, Split Pigeon pea/arhar/Red gram, Squash, Stevia, Stevia leaves-dried, Stevia/Stevia rebaudiana powder, Sunflower, Sunflower oil: edible grade, Sweet basil, Tamarind paste, Tamarind/Imli (T.indica), Tea Powder- broken, Terminalia arjuna, Thymes, Tinospora cordifolia (Guruchi), Tomato chutney, Tomatoes (Fresh), Triphala, Triphala dry extract, Triphala Extract Granules, Triphala Powder, Tropical (mixed)fruits, TULSI BRAHMI/GOTUKOLA, Tulsi Krishna - Extract, Tulsi leaves dry, Tulsi Powder, Tulsi TBC/Tulsi TBC Blend, Tulsi Tea Bags, Turmeric Dried, Turmeric extract, Turmeric fingers, Turmeric flakes, Turmeric Powder, Turmeric slice dried, Turmeric TBC, Turmeric whole-dried, Urad (phasleolus mungo) Black gram, Urad Dal Split, Urad dal/Split Black gram, Urad Whole(black), Vana Tulsi (Ocimum gratissimum), Vana Tulsi Powder-Ocimum gratissimum, Vana Tulsi Seed, Vana tulsi TBC-Ocimum gratissimum, Vanilla, Vanilla (cured), Vanilla Bean, Vanilla extract, Vanilla Powder, Vetiver roots, Vibhitaki-Terminalia bellirica, Walnut broken, Walnut Halves, Walnut kernels, Walnuts: In Shell, Walnuts: Shelled, Wheat, White Kidney beans/Rajma (Phaseolus vulgaris), White Pepper, White pepper crushed, White Pepper powder, Yellow mustard, Yellow Mustard Powder/ ground"
Bergwerff Organic India Pvt. Ltd. Certified,ORG-2211-004073,Indore,nitin@suminter.com,"Survey No. 145/1/4, Gram Malikhedi, Nemawar Road,, Indore, Madhya Pradesh",NPOP,validfrom 11/12/2023,05/12/2024,"Soyabean/Soybean Meal, Soyabean/Soybean Meal-expeller var., Soyabean/Soybean/: Crude, Soybean, Soybean Whole, Soybean/soyabean oil"
BEST Recognition Private limited Certified,PGSI/C(MP)-1986,Indore,info@bestrecognition.com,"203,narmada Avenue, ,Plot No. E-1 Scheme , No. 103 Near Mantri Motors, Indore, Indore, Madhya Pradesh",PGS India,validfrom 30/11/-0001,30/01/2020,
BIO NUTRIENTS (INDIA) PRIVATE LIMITED Certified,ORG-2304-000874,Raisen,bionutrients@gmail.com,"PLOT NO.10, SECTOR B, INDUSTRIAL AREA, MANDIDEEP, Raisen, Madhya Pradesh",NPOP,validfrom 30/05/2023,29/05/2024,"Turmeric Powder, Turmeric whole-dried"
"Biocert International Pvt Ltd, Indore Certified",PGSI/C(MP)-1123,Indore,info@biocertinternational.com,"1031, 701, Pukkhraj corporate, opposite Navlakha bus stand, Indore, Madhya Pradesh",PGS India,validfrom 30/11/-0001,27/07/2018,
BIOSUSTAIN FIBERS PRIVATE LIMITED Certified,ORG-2401-000012,Dhar,pwnkush@gmail.com,"Khasra No.-57/1/1,Ward No.-1, Balipur Road, Dhar, Madhya Pradesh",NPOP,validfrom 29/01/2024,28/01/2025,"Lint Cotton, Raw Cotton, Soyabean/Soybean White"
CARMEL ORGANICS PRIVATE LIMITED Certified,ORG-2009-002142,Neemuch,certification@carmelorganics.in,"Survey No. 563/1/2 Neemuch road, Guda Parihar Diken, Neemuch, Madhya Pradesh",NPOP,validfrom 27/12/2023,15/12/2024,"Aloe Vera leaves, Aloe Vera leaves powder, Amla, Amla dried, Amla powder, Amla TBC, Arjun powder (Terminalia arjuna), Ashwagandha, Ashwagandha Leaf, Ashwagandha Powder, Ashwagandha root, Ashwagandha Root Powder, Ashwagandha TBC, Asparagus racemosus (Shatawar), Asparagus racemosus (Shatawari) TBC, Aspargus Racemosus (Rhizome), Azadirachta indica (Neem), Bacopa monnieri (Neera Brahmi), Basil seeds, Basil/Tulsi, Black Pepper, Black pepper (ungarbled), Black Pepper Powder, Black pepper TBC, Brahmi Powder, Brahmi/Bacopa monnieri, Brahmi/Bacopa monnieri Powder, Celery Seed, Centella asciatica Powder, Centella asiatica, Chamomile (M.chamomile), Chamomile powder, Chamomile Tea, Chia, Cinnamon, Cinnamon (Powder), Cinnamon bark, Cinnamon TBC, Cinnamon Zeylanicum Bark, Coriander, Coriander Powder, Coriander seed/whole, Coriander TBC, Dried Curry leaves, Dry rose petals-Red, Dry rose petals-Rose, Emblica Officinalis (wild Amla), Fenugreek, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Fenugreek TBC, Flax Seed, Flax seed powder, Giloy Powder, Ginger Flakes, Ginger Fresh, Ginger Powder, Ginger sliced (dried), Ginger TBC, Ginger whole, Ginger whole (dried), Glyzerizha glabra (Licorice), Gokshura Fruit (Tribulus terrestris), Gokshura powder-tribulus terrestris, Gokshura TBC, Gotukola TBC-Centella asiatica-, Gudmar(Gynemema leaves), Guduchi (Cocculus cordifolous), Guduchi (Tinospora Cordifolons), Gymnema, Gymnema powder, Gymnema sylvestre, Gymnema Sylvestre (Leaves), Haritaki powder, Haritaki/Harad(Terminalia chebula), Henna (Lawsonia inermis/alba), Henna Powder, Hibiscus, Hibiscus petal/tea bag cut, Hibiscus rosasinensis powder, Hibiscus Sabdariffa, Hibiscus Sabdariffa petals dry, Hibiscus Sabdariffa petals TBC, Hibiscus sabdariffa Powder, Indigofera tinctoria, Indigofera Tinctoria powder, Jamun patrai-Eugenia jambalana, Jamun Seed powder, Krishna tulsi (Ocimum sanctum), Krishna Tulsi TBC-Ocimum basilicum, Lemon Grass, Lemon grass TBC, Lemongrass, Lemongrass powder, Liquorice powder, Liquorice roots, Liquorice TBC, Liquorice/Jesta Madhu, Mango (sliced dried), Manjeet (Rubia cordifolia), Manjista TBC, Manjistha/Rubia cordifolia, Manjistha/Rubia cordifolia Powder, Moringa Powder, Moringa Tea, Moringa (M.oleifera), Moringa dried leaves, Moringa leaves, Moringa oleifera Leaf powder, Mucuna pruriens (Mucuna), Mucuna pruriens Powder, Mucuna Prurtia (Seed), Mulethi (Glycorrhiza glabra), Neem leaf powder, Neem leaves, Neem leaves powder, Neem powder, Ocimum basilicum (Krishna/Vana Tulsi), Rama Tulsi powder-Ocimum sanctum, Rama Tulsi TBC-Ocimum sanctum, Rama Tulsi-Ocimum sanctum, Rose Petal TBC, Rose petals powder, Roselle/Hibiscus sabdariffa, Safed Musli powder, Safed Musli/Chlorophytum borivilianum, Sapindus mukorossi (Reetha), Shatavari, Shatavari powder, Shatavari Root, Shikakai, Shikakai powder, Soap Nut/Reetha ( Powder), Stevia, Stevia leaves-dried, Stevia/Stevia rebaudiana powder, Terminalia arjuna, Terminalia arjuna-bark-Spent mass powder, Terminalia bellirica fruit (bahera), Terminalia bellirica powder, Terminalia bellirica/baheda, Terminalia chebula fruit (Harar), Terminalia chebula Powder, Tinospora cordifolia (Guruchi), Triphala, Triphala Powder, Tulsi leaves dry, Tulsi leaves powder, Tulsi Powder, Tulsi Seeds, Tulsi TBC/Tulsi TBC Blend, Turmeric Dried, Turmeric fingers, Turmeric flakes, Turmeric Fresh, Turmeric Powder, Turmeric TBC, Turmeric whole-dried, Turmeric Whole-fresh, Vana Tulsi (Ocimum gratissimum), Vana Tulsi (Ocimum gratissimum), Vana Tulsi Powder-Ocimum gratissimum, Vana tulsi TBC-Ocimum gratissimum, Vibhitaki Fruit"
CHANGE MAKERS AGRO PRIVATE LIMITED Certified,ORG-2210-003799,Bhopal,THECHANGEMAKERSOC@GMAIL.COM,"2H,SURABHI LIFE SPACE,, Bhopal, Madhya Pradesh",NPOP,validfrom 14/12/2023,28/11/2024,"Basmati Paddy (PB1), Bengal Gram Whole, Black gram/Urd (Vigna sp.), Chickpea/Kabuli Chana (garbanzos), Drum Stick, Green Gram Whole (Moong Sabut), Groundnut/Peanut, Kodo/Kodon Millet, Kutki (Costus speciosus), Niger, Non-Basmati Paddy, Pigeon pea/arhar whole, Raw Cotton, Red Kidney beans/Rajma (Phaseolus vulgaris), Wheat, Wheat grain"
DAAWAT FOODS LIMITED Certified,ORG-1007-001732,Raisen,Saroj.kumar@naturebiofoods.organic,"Plot No. 7, Phase-II, Satlapur Growth Center, New Industrial Area, Raisen, Madhya Pradesh",NPOP,validfrom 19/04/2024,23/03/2025,"Amaranth seed/ Ram dhana, Barley whole, Basmati Paddy, Basmati Rice - White (Type 3), Basmati rice-brown, Basmati rice-white, Bengal Gram Whole, Bengal Gram(Chana)Flour, Black gram/Urd (Vigna sp.), Broken rice, Brown Rice flour, Buckwheat Flour, chana Dal, Chickpea/Kabuli Chana (garbanzos), Chilli whole, Coriander seed/whole, Cumin whole, Fast cooking brown rice, Fennel Seed, Fenugreek Seed (Methi Seed), Flax Seed, Gram Flour/Besan, Green Gram Whole (Moong Sabut), Jowar flour, Lentil, Maize (Corn), Maize/Corn flour, Mustard, Non-Basmati Paddy, Non-Basmati Rice, ORGANIC BROWN TRADITIONAL BASMATI RICE, ORGANIC WHITE TRADITIONAL BASMATI RICE, Paddy-Sona Masuri, Parboiled Basmati Rice, Parboiled Rice, Pea Pulse (Pisum sativum), Pellets, Pigeon pea, Poha / Chivda, Poha Flattened Rice, Ragi/Finger Millet grain, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Lentil, Red Rice, Rice bran, Rice Pallets, Rice-Sona Masuri, Sorghum, Split Green gram/Moong (Vigna sp.), Split Lentil, Split Pigeon pea/arhar/Red gram, Suji/Semolina/ Cream of Wheat, Urad dal/Split Black gram, Wheat, Wheat flour, Wheat Porridge/Dalia, White Rice flour"
ECO GOLD NUTRI AND ORGANICS LLP Certified,ORG-1712-002029,Indore,egnoindia@gmail.com,"Mailing Address: 512, 5th Floor, Shekhar Central near Palasia Square,A.B. Road Indore, MP, India - 452001, Indore, Madhya Pradesh",NPOP,validfrom 21/12/2023,21/12/2024,"Cooked/ roasted/ cracked Corn, Maize (Corn), Soyabean/Soybean Meal, Soyabean/Soybean Oil-Cake meal (expeller variety), Soyabean/Soybean White (Seed Quality), Soybean/soyabean oil"
Eco Overseas LLP Certified,ORG-2206-001934,Indore,egnoindia@gmail.com,"703, Shekhar Central, 4-5, Manoramaganj, Palasia Square, A.B.Road, Indore,, Indore, Madhya Pradesh",NPOP,validfrom 04/08/2023,03/08/2024,"Cooked/ roasted/ cracked Corn, Maize (Corn), Soyabean/Soybean Oil-Cake meal (expeller variety), Soyabean/Soybean White (Seed Quality)"
