Company Name,Certification ID,Location,Email,Address,Certifying Agency,Valid From,Valid To,Products
Grow Himalayan Vegetable Company Certified,ORG-1804-000546,Dehradun,pappusureshk@gmail.com,"Unit: Shop No. B-10/A, New Sabzi Mandi Niranjanpur, Dehradun, Uttarakhand",NPOP,validfrom 11/09/2023,10/09/2024,"Amaranth seed/ Ram dhana, Beans Long, Buck wheat (seed quality), Green peas, Kutki (Picrorhiza kurroa), Potato, Ragi (Finger Millet- other than seed), Red Kidney beans/Rajma (Phaseolus vulgaris), White Kidney beans/Rajma (Phaseolus vulgaris)"
HBMK GLOBAL PRIVATE LIMITED Certified,ORG-2307-001550,Hardwar,akshay@hbmkglobal.com,"PLOT NO.-04, SECTOR-6A,, Hardwar, Uttarakhand",NPOP,validfrom 29/09/2023,28/09/2024,"Sattu, Sprouted Ragi flour"
HIMALAYAN HERBARIA INC Certified,ORG-2401-000007,Pauri Garhwal,vinu@himalayanherbaria.com,"E-3,SECTOR-1,GROWTH CENTRE, SIDCUL SIGGADDI, Pauri Garhwal, Uttarakhand",NPOP,validfrom 05/03/2024,04/03/2025,"Acacia concinna (shikakai) extract, Ajwain/Bishops Weed Extract, Almond oil, Aloe vera extract, Amla powder, Aonla/Amla Extract, Ashwagandha Extract, Ashwagandha Powder, Basil/Tulsi, Berberis Aristata(Daru Haldi), Black Pepper Extract, Boswellia serrata, Brahmi extracts/Bacopa monnieri, Brahmi/Bacopa monnieri, Cardamom, Cinnamon - Extract, Cissus (Hadjod), Cissus quadrangularis extract (Hadjod), Clove (Extracted), Coleus extract (CO2) (Coleus forskholli), Curry Leaf TBC, Curry leaf/leaves, Fenugreek extract, Garcinia cambogia (Fruit), Giloy Powder, Ginger ExtractZingiber officinalis/, Ginger whole, Gokhru Large(Tribulas murax), Green Coffee Extract, Green tea extract, Gudmar Capsule, Gudmar(Gynemema leaves), Holy basil, Jamun seed extract, Kalmegh(Andrographis penniculata)- extract, Kalonji/nigella, Karela Extract ( Momordica Charantia ), Karela fruit, Lemon Peel extract, Lemongrass Extract, Matricaria chamomile extract, Moringa Powder, Moringa (M.oleifera), Neem extract, Neem leaves, Noni (Moringa citrifolia) - Extract, Orange peel powder/extract, Pomegranate extract, Psyllium husk (isobgul), Ragi (Finger Millet- other than seed), Senna extract, Shatavari extract, Shatavari powder, shilajit, Shilajit extract, Star anise, Stevia/Stevia rebaudiana extract, Stevia/Stevia rebaudiana powder, Tamarind extract, Terminalia arjuna, Terminalia arjuna Bark - Extract, Terminalia arjuna Extract, Terminalia bellirica/baheda, Triphala, Triphala Extract Granules, Turmeric extract, Turmeric Fresh, Valeriana wallichii (tagar) extract, Wheatgrass"
JAY SUDH BHUMI ORGANIC FARMER PRODUCER COMPANY LIMITED Certified,ORG-2305-001052,Hardwar,jsborganics@gmail.com,"KHASRA NO 1272 SHERPUR KHELMAU, Hardwar, Uttarakhand",NPOP,validfrom 01/06/2023,31/05/2024,"Ajwain, Ajwain Powder, Almond oil, Almonds (In shell), Apricot kernels, Apricot oil, Apricots, Bajra (seed quality), Bajra flour/ Atta, Barley (of seed quality), Basmati Paddy, Basmati rice, Basmati rice (dehraduni), Basmati rice-brown, Basmati rice-white, Bengal Gram Whole, Bengal Gram(Chana)Flour, Black Pepper, Brown Rice, Buckwheat (other than seed), Buckwheat Flour, Cane jaggery, Cane molasses, Cane Sugar, Cardamom Large (Black), Cashew kernel (Shelled whole), Cashew Whole, chana Dal, Chickpea/Kabuli Chana (garbanzos), Chitra Kidney beans/Rajma (Phaseolus vulgaris), Cinnamon, Cinnamon (Powder), Cloves, Coconut oil (Crude), Coriander Powder, Coriander seed/whole, Cowpea/Lobia whole(V.unguiculata/sinensis), Crystal Sugar, Cumin Powder, Cumin seed, Dried/Dehydrated Apricots, Dried/Dehydrated Figs, Fennel (seed quality), Fenugreek, Foxtail Millet, Garam masala powder - medium, Garlic, Garlic flakes, Garlic Powder, Gram Flour/Besan, Green Cardamom, Green Gram Whole (Moong Sabut), Green gram/Moong dhuli, Green Moong Dal, Groundnut/Peanut oil (Edible grade), Hazelnuts (In Shell), Horse bean/Kulath (Vicia faba var equina,  Vicia faba var minor), Jaggery, Jaggery cube, Jaggery liquid, Jaggery powder, Jowar, Khandasari sugar, Kodo/Kodon Millet, Kulath flour, Lentil, Little millet, Maize (Corn-Seed Quality), Maize/Corn flour, Masoor Dal, Masur/Masoor dhuli, Multi grain Atta, Mustard, Mustard Oil (crude), Mustard Oil (Refined), Non-Basmati Paddy, Non-Basmati Rice, Oats (seed/grains), Onion flakes, Paddy-Sona Masuri, Pigeon pea, Pigeon pea/arhar whole, Pitted Dates, Poha Flattened Rice, Popped Rice, Proso millet, Ragi (Finger Millet-seed quality), Ragi Flour, Raisins/Kismis, Red Chilli (whole), Red Chilli Powder, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Rice, Refined Sugar, Rice Flour, Rice-Sona Masuri, Sawan/Barnyard Millet, Shakker/Khand, Soyabean/Soybean Black, Soyabean/Soybean White, Sugar, Sugar (Brown/Natural), Sugarcane, Sunflower oil: edible grade, Turmeric Powder, Turmeric whole-dried, Urad dal/Split Black gram, Urad dhuli, Urad Whole(black), Vinegar, Walnut kernels, Walnuts: In Shell, Wheat, Wheat flour, Wheat Porridge/Dalia, White Cane Sugar, White Pepper"
JIVAMRIT ORGANIC FARMER PRODUCER COMPANY LIMITED Certified,ORG-1708-001370,Hardwar,jasveer.singh@jivamritfpo.com,"Village- Sherpur Khelmau, Post Office- Jhabrera Tehsil Name :Narsan, Hardwar, Uttarakhand",NPOP,validfrom 15/11/2023,14/11/2024,"Amaranth Flour, Amaranth/Amaranthus/Thotakura, Arhar dal (Red gram/Pigeon pea), Ashwagandha root, Bajra flour/ Atta, Bajra porridge/Dalia, Barley Flour, Barley Porridge/Dalia, Barley whole, Basmati rice, Bay Leaf, Bengal Gram Whole, Black gram/Urd (Vigna sp.), Black Pepper, Black Pepper Powder, Buckwheat (other than seed), Buckwheat Flour, Cane molasses, Cane Sugar, Cardamom, Cardamom Powder, chana Dal, Chitra Kidney beans/Rajma (Phaseolus vulgaris), Cinnamon, Cinnamon (Powder), Clove powder, Cloves, Coriander, Coriander Powder, Cowpea, Cowpea split, Cumin Powder, Cumin whole, Fennel (other than seed), Fennel Powder, Fenugreek, Fenugreek Powder (Methi Powder), Flax Seed, Flax Seed oil, Flax seed powder, Ginger Powder, Ginger whole (dried), Gram Flour/Besan, Green gram split yellow/Moong dal-yellow, Green Gram Whole (Moong Sabut), Groundnut/Peanut, Groundnut/Peanut oil (Edible grade), Indian Organic Basmati Rice, Indian Organic Brown Basmati Rice, Jaggery, Jaggery liquid, Jaggery powder, Jowar, Jowar flour, Kabuli Chana, Lentil, Maize (Corn-other than seed), Maize/ corn porridge (Dalia), Maize/Corn flour, misthans,  mithai,  namkeens,  ready to eat product, moth dal, Mustard, Mustard cake, Mustard Oil (Refined), Non-Basmati Rice, Oat flour, Oats (seed/grains), Pearl Millet/Bajra, Pigeon pea/arhar whole, Processed Wild/Forest Honey, Ragi (Finger Millet- other than seed), Ragi Flour, Red Chilli (whole), Red Chilli Powder, Red Kidney beans/Rajma (Phaseolus vulgaris), Rice Sonamasuri Brown, Rice-Sona Masuri, Sesame Oil/Gingelly Oil, Sesame/Sesamum, Sorghum, Soyabean/Soybean Black (bhat), Soyabean/Soybean Flour, Soyabean/Soybean White, Soybean/soyabean oil, Split Chickpea/Kabuli Chana (garbanzos), Split Lentil, Sugar (Brown/Natural), Sunflower oil: edible grade, Sunflower Seed Oil, Turmeric Powder, Turmeric whole-dried, Urad dal/Split Black gram, Vinegar, Wheat, Wheat Bran, Wheat flour, Wheat Porridge/Dalia, Wild Okra (Chuklai)"
KIWI KISAN WINDOW PVT. LTD. Certified,ORG-2206-001813,Dehradun,ceo@kisanwindow.com,"Plot No.-5383, Rakba 0.1910HEC Enfield By Pass Road, Dehradun, Uttarakhand",NPOP,validfrom 01/07/2023,30/06/2024,"Almond, Arhar dal (Red gram/Pigeon pea), Black Pepper, Brown Rice, Cashew Kernel (W340), chana Dal, Chickpea/Kabuli Chana (garbanzos), Chilli powder, Cinnamon, Clove whole, Coriander Powder, extra virgin coconut oil, Fennel Seed, Flax Seed, Green Cardamom, Green Gram Whole (Moong Sabut), Groundnut/Peanut oil (Edible grade), Jaggery, Mustard Oil (crude), Olive Oil Virgin, Processed Honey, quinoa, Raisins/Kismis, Red Kidney beans/Rajma (Phaseolus vulgaris), Sugar (Brown/Natural), Sunflower oil: edible grade, Turmeric Powder, Urad (phasleolus mungo) Black gram, Vinegar, Walnut kernels"
Krishna Agro Industries Certified,ORG-2312-003007,Udham Singh Nagar,officesanjeevani@gmail.com,"Near Wine Shop, Khatima Road,Village Dohra, Udham Singh Nagar, Uttarakhand",NPOP,validfrom 11/01/2024,10/01/2025,"Basmati Paddy, Brown Rice, Indian Organic Basmati Rice, Indian Organic Brown Basmati Rice, Non-Basmati Paddy, Non-Basmati Rice, Paddy husk, Rice bran, Rice Sonamasuri Brown, Rice-Sona Masuri"
M/S Shivalik Natural Products Certified,ORG-1712-002079,Garhwal,atarsingh2k1@gmail.com,"Plot No.-A2C5, Sector-1,IIE, Sigaddi Growth Center(SIIDCUL), Garhwal, Uttarakhand",NPOP,validfrom 04/01/2024,03/01/2025,"Beewax, Processed Wild/Forest Honey"
M/s. Himalaya Wellness Company Certified,ORG-2206-001793,Dehradun,Prince2jahangir@yahoo.co.in,"Saharanpur Road,, Dehradun, Uttarakhand",NPOP,validfrom 04/08/2023,22/06/2024,"Adhatoda vasica (Vasaka/kali basuti), Amalaki, Ashwagandha, Bel/Bael/Aegle marmelos, Boswellia serrata, Commiphora whitii (Guggul), Gymnema sylvestre, Karela/Bittergourd Powder, Moringa (M.oleifera), Mucuna pruriens (Mucuna), Phyllanthus niruri, Tagara -Valenana wallidri, Terminalia arjuna, Trikatu caplets"
M/s. INNGREEN NATURE's HERB PRIVATE LIMITED Certified,ORG-2007-001178,Dehradun,care@yellowhills.in,"Maruti Suzuki NEXA DD Motors,New No.422,Khasra No 421,Haridwar By Pass,Banjarawal,Dehradun Nagar Nigam, Dehradun, Uttarakhand",NPOP,validfrom 04/11/2023,09/08/2024,"Amaranth/Amaranthus/Thotakura, Horse gram whole, Lentil, Pigeon pea, Red Kidney beans/Rajma (Phaseolus vulgaris), Sawan/Barnyard Millet, Soyabean/Soybean Black (bhat), Soyabean/Soybean White"
Medine Organic India Pvt. Ltd. Certified,ORG-2310-002506,Dehradun,medineorganic@gmail.com,"LANE NO. 3 GARHWALI COLONY, NEAR SOOCHNA BHAWAN, LADPUR,, Dehradun, Uttarakhand",NPOP,validfrom 30/10/2023,29/10/2024,"Amaranth/Amaranthus/Thotakura, Arhar dal (Red gram/Pigeon pea), Basmati Paddy, Basmati rice, Black gram/Urd (Vigna sp.), Brown gram/Gram/Chana (Cicer arietinum), Cane Sugar, Chickpea/Kabuli Chana (garbanzos), Chilli powder, Chilli whole, Chitra Kidney beans/Rajma (Phaseolus vulgaris), Coriander, Coriander Powder, Ginger Fresh, Green Gram Whole (Moong Sabut), Jaggery, Jaggery powder, Lentil, Non-Basmati Paddy, Non-Basmati Rice, Pigeon pea, Processed Wild/Forest Honey, Ragi (Finger Millet- other than seed), Red Kidney beans/Rajma (Phaseolus vulgaris), Split Green gram/Moong (Vigna sp.), Sugar (Brown/Natural), Turmeric Fresh, Turmeric Powder, Urad dal/Split Black gram, Wheat"
Moksha Organics (unit of Amar Nath Khandelwal Agencies Pvt Ltd) Certified,ORG-2205-001705,Pauri Garhwal,info@mokshaorganic.com,"C-44,45,46,47 SIGGADI GROWTH CENTRE (IIE KOTDWAR), Pauri Garhwal, Uttarakhand",NPOP,validfrom 14/07/2023,12/07/2024,"Acros Calamus, AIR DRIED Organic Thyme, AIR DRIED Organic Dill, AIR DRIED Organic Marjoram, AIR DRIED Organic Oregano, AIR DRIED Organic Parsley, AIR DRIED Organic Sage, Ajwain, Ajwain Seed Oil, Allspice, Allspice oil, Almond oil, Aloe Vera H, Aloe Vera oil, Amaranth oil, Amla, Amla oil, Anise oil (aniseed oil), Anise/Aniseed, Annatto, Apricot oil, ASHWAGANDHA OIL, Ashwagandha root, Basil oil ( Ocimum basillicum), Basil oil (Ocimum sanctum), Basil/Tulsi, Bay Leaf, Bay Oil, BHRINGRAJ OIL, Bhringraj TBC, Black Pepper, Black pepper oil, Boswellia serrata, Boswellia serrata oil, BRAHMI OIL, Brahmi/Bacopa monnieri, Calamus oil, Cardamom, Cardamom Oil, Cassia, Cassia oil, Cinnamon oil, Cinnamon TBC, Clove oil, Cloves, Coconut oil, Coffee beans, Coriander seed oil, Coriander TBC, Cumin oil, Cumin whole, Curry leaf oil, Curry Leaf TBC, Dill Oil (anethum oil), extra virgin coconut oil, Fennel Seed, Fennel seed oil, Fenugreek oil, Fenugreek TBC, Frankincense oil, Frankincense-Boswellia sereta-powder, Galangal oil, Galangal TBC, Garlic, Garlic oil, Ginger oil, Ginger whole (dried), Green Tea, Green Tea oil, Hibiscus, Holy basil, Kokum/Garcinia, Lemon oil, Lemon Peel TBC, Lemongrass hydrosol, Lemongrass oil, Liquorice TBC, Mace, Mace oil (Myrystica fragrans Houtt), Mango Kernel Oil, Marjoram sweet oil (Origanum marjorana), Moringa leaves, Moringa Oil, Nagarmotha oil, Neem leaves, Neem Seed Oil, Nutmeg oil, Nutmeg Whole, Onion (Powder), onion oil, Oregano oil (Origanum vulgare), Parsley seed oil, Peppermint, Peppermint Oil (Mentha piperita), Pomegranate oil, Pumpkin oil, Red Chilli (whole), Rose oil, Rose water/hydrosol, Saffron, Saffron (Crocus sativus) - Oil, Sage oil (Salvia officinalis), Seabuckthorn oil, Star anise, Thyme Oil, Turmeric Dried, Turmeric oil, Vanilla Bean, Vanilla oil, Water Melon Oil, White Pepper, White Pepper Oil"
