Company Name,Certification ID,Location,Email,Address,Certifying Agency,Valid From,Valid To,Products
Global Farm Fresh Pvt ltd Certified,ORG-2110-006217,Chittoor,foodtech@jadlifoods.net,"Registered Office:No. 20-3-5/H3, SivaJyothi Nagar, Tirupathi, Andhra Pradesh-India-517501, Chittoor, Andhra Pradesh",NPOP,validfrom 12/11/2023,11/11/2024,"Aseptic Alphonso mango pulp, Aseptic Banana Puree Concentrate, Aseptic Kesar Mango Puree, Aseptic Mango Puree, Aseptic Red Papaya Puree, Aseptic Red Papaya Puree Concentrate, Aseptic Totapuri Mango Puree, Aseptic Totapuri Mango Puree Concentrate, Aseptic White Guava Puree, Aseptic White Guava Puree Concentrate, Banana puree, Neelam Mango Pulp, Papaya pulp, Papaya puree, Pineapple juice, Pink Guava Pulp, Pink Guava Puree, Tamarind concentrate"
ITC LIMITED - AGRI BUSINESS DIVISION Certified,ORG-1407-001088,Guntur,Deependra.Singh@itc.in,"Post Box No 317, Guntur, Andhra Pradesh",NPOP,validfrom 24/07/2023,21/07/2024,"Ajwain, Ajwain Powder, Alphonso Mango, Alphonso Mango Pulp, Amaranth seed/ Ram dhana, Amaranth/Amaranthus/Thotakura, Amla powder, Arhar dal (Red gram/Pigeon pea), Aseptic Alphonso mango pulp, Aseptic rajapuri mango pulp, Aseptic rumani mango pulp, Ashwagandha Powder, Ashwagandha root, Bajra flour/ Atta, Barley (of seed quality), Barley whole, Barley- Dehulled, Basil/Tulsi, Basmati Paddy, Basmati Rice - White (Pusa - 1121), Basmati Rice - White (Type 3), Basmati rice-brown, Basmati rice-white, Bay Leaf, Bengal Gram Whole, Bengal Gram(Chana)Flour, Black cumin, Black Cumin Powder, Black Gram De-husked, black gram split white, black gram white whole, Black gram/Urd (Vigna sp.), Black Mustard Seed, Black Pepper, Black Pepper Powder, Broken rice, Brown gram/Gram/Chana (Cicer arietinum), Brown mustard, Cane Sugar, Cardamom, Cassia, Castor Meal, Celery Powder, Celery Seed, chana Dal, Chickpea/Kabuli Chana (garbanzos), Chilli crushed, chilli flakes, Chilli powder, Chilli whole, Chilli whole (dry), Chitra Kidney beans/Rajma (Phaseolus vulgaris), Cinnamon, Clove powder, Cloves, Coriander, Coriander Powder, Coriander Powder sterilized, Coriander seed/whole, Cowpea/Lobia whole(V.unguiculata/sinensis), Cumin Powder, Cumin seed, Cumin whole, Dehydrated Garlic Flakes, Dehydrated garlic powder, Dehydrated Ginger Powder, Dehydrated onion powder, Drumstick, Fennel Powder, Fennel Seed, Fenugreek, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Flax Seed, Flax/Linseed Meal, Foxtail Millet, Garlic, Garlic flakes, Garlic Powder, Ginger powder steam sterilized, Ginger sliced (dried), Ginger TBC, Ginger whole (dried), Gram Flour/Besan, Green gram split yellow/Moong dal-yellow, Green Gram Whole (Moong Sabut), Green gram/chana/Moong (Vigna sp.), Green gram/Moong dhuli, Groundnut meal, Groundnut/Peanut, Hulled Sesame/Sesamum, Indian Organic Basmati Rice, Jaggery powder, Jowar, Jowar flour, Kalonji/nigella, Kesar Mango Pulp, Kodo/Kodon Millet, Lemon Grass, Lentil, Little millet, Mace, Mace Powder, Maize (Corn), Maize (Corn-Seed Quality), Maize Grain, Masoor (Lens Culinaris), Masoor Dal, Masoor Dal-Split with out Shell, Masur/Masoor dhuli, Moringa Powder, Moringa oleifera Leaf powder, moth dal, Multi grain Atta, Mustard, Mustard black powder, Mustard Meal, Non-Basmati Rice, Nutmeg Powder, Nutmeg Whole, Onion (Powder), Onion flakes, ORGANIC BROWN PUSA BASMATI RICE, ORGANIC BROWN TRADITIONAL BASMATI RICE, ORGANIC WHITE PUSA BASMATI RICE, ORGANIC WHITE TRADITIONAL BASMATI RICE, Parboiled Basmati Rice, Parboiled Rice, Pearl Millet/Bajra, Proso millet, Psyllium husk (isobgul), Psyllium husk powder, Psyllium seed (isobgul), Quinoa, Ragi Flour, Ragi/Finger Millet grain, Red Chilli (whole), Red Chilli Flakes, Red Chilli Powder, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Rice, Rice bran, Rice Sonamasuri Brown, Rice Sonamasuri Hand pound, Rice-Sona Masuri, Sawan/Barnyard Millet, Sesame Meal, Sesame seeds, Sorghum, Soyabean/Soybean Meal, Soyabean/Soybean Meal-expeller var., Soyabean/Soybean Oil-Cake meal (expeller variety), Soybean, Split Gram/Chana (Cicer arietinum), Split Green gram/Moong (Vigna sp.), Split Lentil, Split Pigeon pea/arhar/Red gram, Sugar, Sugar (Brown/Natural), Totapuri Mango pulp, Triphala Powder, Turmeric Dried, Turmeric ground steam sterilized, Turmeric Powder, Turmeric TBC, Urad (phasleolus mungo) Black gram, Urad Dal Black Split, Urad Dal Split, Urad Dal-Split without Shell, Urad dhuli, Urad Whole(black), Wheat, Wheat, Wheat flour, Wheat grain, Wheatgrass powder, White Cane Sugar, White Sesame/Sesame, Yellow mustard, Yellow Mustard Powder/ ground"
LEV TRUE WELLNESS PRIVATE LIMITED Certified,ORG-1901-000066,Chittoor,saurabh.srivastava@organicindia.com,"S.No.698 & 699, Nellepalli Village &, Chittoor, Andhra Pradesh",NPOP,validfrom 08/01/2024,06/01/2025,"Banana dehydrated, Brinjal/Aubergines (egg plant), Carrot Dehydrated, Dehydrated Bitter Gourd, Dehydrated Garlic Flakes, Dehydrated Pink/Red Onion Flakes, Dried banana slices, Dried guava slices, Dried mango slices, Dried Papaya Slices, Dried Tomato Slices, Dry/Dehydrated fenugreek leaves, Freeze/dried/Jackfruit/dehydrated, Green chilli dry, Mango (fresh), Okra/Bhindi, Paprika (Capsicum annuum), Raisins/Kismis, Red Chilli (whole)"
M/S CCL PRODUCTS (INDIA) LIMITED Certified,ORG-1407-001073,Guntur,nageswar.k@continental.coffee,"Duggirala (Post & Mandal),, Guntur, Andhra Pradesh",NPOP,validfrom 28/08/2023,21/08/2024,"Arabica Coffee Powder, Coffee robusta freeze dried, Instant Coffee, Organic?Arabica? Freeze dried coffee"
MUDAR INDIA EXPORTS Certified,ORG-1501-000106,Anantapur,sudheer@mudarindia.com,"6-1-744, Anantapur, Andhra Pradesh",NPOP,validfrom 20/02/2024,03/02/2025,"Basil/Tulsi Oil, Corn mint oil, Dementholised oil, Glycerine, Metha/Mint Crystals, Peppermint Oil (Mentha piperita), Spearmint oil"
NATURAL PRODUCTS-GUNTUR Certified,ORG-2304-001027,Guntur,yadlapalli1129@gmail.com,"D.no.8-201,Main Road ,Kornepadu,Vatticherukuri mandal ,Guntur, Guntur, Andhra Pradesh",NPOP,validfrom 22/06/2023,21/06/2024,"Almonds (Shelled), Alphonso Mango, Amaranth/Amaranthus/Thotakura, Arhar dal (Red gram/Pigeon pea), Bajra flour/ Atta, Banana Fresh, Barley (of seed quality), Barnyard Millet Flour, Basil seeds, Basmati rice, Beet root, Bengal Gram Whole, Bengal Gram(Chana)Flour, Bitter Gourd, Black Gram De-husked, black gram split white, black gram white whole, Black Pepper, Black sesame, Bottle Gourd, Brinjal Purple Long, Broccoli, Brown Rice, Cabbage, Cardamom, Carrot, Cashew kernel (Shelled but not broken or whole), Cauliflower, chana Dal, Chia, Chutney powder, Cinnamon, Cluster beans/ Guar, Coconut oil, Cooked/roasted/cracked sunflower seeds, coriander green leaf, Coriander Powder, Coriander seed/whole, Cucumber, Cumin Powder, Cumin seed, Curry leaf/leaves, Fennel Seed, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Finger millet flour, Flattened Rice, Flax Seed, Flax seed powder, Flax Seeds (Grounded), Foxtail Millet, Foxtail Millet Flour, Garlic, Gherkins/Gerkins, Ginger Fresh, Green chilli fresh, Green Gram (Moong) Bari, Groundnut/Peanut, Groundnut/Peanut oil (Edible grade), Hibiscus, Horse gram (Macrotyloma uniflorum), Horse gram whole, Indian Super Rice, Jaggery, Kesar Mango, KODO Millet Flour, Kodo/Kodon Millet, Little millet, Mango Pickle, Mango(Banganpally), Mango(Chukururasalu), Mango?Mallika, Masoor Dal, Methi leaf/fenugreek leave, Millet, Millet biscuits, Millet Flour, Mint/Mentha leaves, Moong Dal, Moong dal-Split, Moringa Powder, Multi grain Atta, Mustard Powder, Mustard Seeds, Natural Honey, Natural sesame seeds, Navara rice, Niger seed, Niger Seed Oil, Okra/Bhindi, Onion Fresh/ kanda, Pearl Millet/Bajra, Pineapple, Pomegranate (fresh), Pumpkin Seeds, Pumpkins (Fresh), Quinoa, Ragi/Finger Millet grain, Red Chilli (whole), Red Chilli Powder, Red Gram, Rice Sonam Semi Brown, Ridge gourd/Luffa, Roasted Gram/ chana, Safflower seeds: Of seed quality, Saffron, Sambar Mix/ Sambar Powder, Sapota fresh (chico), Sawan/Barnyard Millet, Sesame Oil/Gingelly Oil, Sesame seeds, Snake Gourd, Sorghum, Sorghum Grain, Tomato (Seeds), Totapuri Mango, Turmeric Powder, Urad dal-Whole(White), Walnut kernels, Watermelon, Wheat, Wheat flour"
Nava Quality Foods Private Limited Certified,ORG-1606-000920,Chittoor,abdulalis@navaqualityfoods.com,"Sy.No.1453/2A,2B,2C,2D,2E,2F,1466/1A,A1,A2,1861/1,2A,2B,1862/1/2,1916/2,192,Chittoor, Chittoor, Andhra Pradesh",NPOP,validfrom 24/07/2023,01/07/2024,"Alphonso Mango, Alphonso Mango Puree, Aseptic Alphonso Mango Puree, Aseptic Totapuri Mango Puree, Aseptic Totapuri Mango Puree Concentrate, Frozen Alphonso Mango Dice, Frozen Totapuri Mango Dice, Guava Puree, Guavas fresh, Pink Guava Puree, Totapuri Mango, Totapuri Mango puree"
New Ranga Fruit Products Certified,ORG-2111-006492,Chittoor,purplehillsagroexports@gmail.com,"Kurinji Organic Foods -Office:Periyakulam Road,Genguvarapatti, P.O,Theni,Tamil Nadu-625203, Chittoor, Andhra Pradesh",NPOP,validfrom 13/11/2023,12/11/2024,"Aseptic Totapuri Mango Puree, Banana puree, Mango pulp, Neelam Mango Pulp, Papaya puree, Senduram Mango Pulp"
NUTRIYO AGRO FOODS PRIVATE LIMITED Certified,ORG-2312-002990,Annamayya,contact@nutriyoagrofoods.com,"C/O Konduru Venkata Subbraju,4-163, ,Isukapalli, Annamayya, Andhra Pradesh",NPOP,validfrom 20/02/2024,19/02/2025,"Ajwain, Amaranth seed/ Ram dhana, Amla dried, Amla powder, Anise/Aniseed, Banana dehydrated, Banana powder, Barley (of seed quality), Barley (Other than seed), Basmati rice, Bay leaves/Tejpatta, Beaten rice, Beet Root powder, Beet Sugar cubes, Bengal Gram Whole, Black gram/Urd (Vigna sp.), Broken rice, Brown Rice, Buckwheat (other than seed), Buckwheat- Dehulled, Cardamom Large (Black), Cardamom small (elettaria), Carrot Dehydrated, Chickpea/Kabuli Chana (garbanzos), Chilli dried, Chilli whole (dry), Cinnamon, Cloves, Coriander Leaf Dehydrated, Coriander Powder, Coriander seed/whole, Cowpea Red, Cumin whole, Dehydarted Cauliflower, Dehydrated Bitter Gourd, Dehydrated Curry leaves powder, Dehydrated Garlic Flakes, Dehydrated garlic powder, Dehydrated Ginger Powder, Dehydrated Mango, Dehydrated Mint Powder, Dehydrated onion powder, Dehydrated Pineapple, Dehydrated Spinach powder, Dehydrated Tomato powder, Dried capsicum(chilly), Dried Curry leaves, Dried guava slices, Dried mango slices, Dried Pineapple Slices, Dried Tomato Slices, Dried/Dehydrated Figs, Dry/Dehydrated fenugreek leaves, Fennel Seed, Fenugreek Seed (Methi Seed), Foxtail Millet, Garlic, Garlic Granules, Ginger Flakes, Green Chilli Flakes, Green Chilli Powder (dry), Green Gram Whole (Moong Sabut), Jaggery, Jaggery cube, Jaggery powder, Jamun Seed powder, Karela/Bittergourd Powder, Lemon peel dried, lemon peel powder, Lemon Powder, Lentil, Little millet, Mace, Maize (Corn), Mango Flour/Powder, Matki/Moth Bean, Metha/Mint flakes, Mint/Mentha leaves, Mustard Seeds, Nutmeg (In shell), Nutmeg (Shelled), Nutmeg shell, Onion flakes, Onion Granules, Pearl Millet/Bajra, Proso millet, Pumpkin Seeds, Quinoa, Ragi/Finger Millet grain, Red Chilli (whole), Red Chilli Flakes, Red Chilli Powder, Red Gram, Rice-Sona Masuri, Sawan/Barnyard Millet, Sorghum, Soybean, Soybean Whole, Spinach dehydrated, Star anise, Turmeric fingers, Turmeric Powder, Urad Whole(black), Wheat"
NVSRK SPICES EXPORTS Certified,ORG-1812-002716,Guntur,nsraonvsrkspices@gmail.com,"Door Number: 16/22/59, GMC 364, First Floor, Ward Number: 4, Machiraju Vari Street,, Guntur, Andhra Pradesh",NPOP,validfrom 17/01/2024,12/01/2025,"Ashwagandha Powder, Basmati rice, Brown Rice, chilli flakes, Chilli powder, Chilli whole, Cumin Powder, Cumin seed, Fennel Powder, Fennel Seed, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Ginger Powder, Ginger whole (dried), Moringa Powder, Mustard Powder, Mustard Seeds, Psyllium husk (isobgul), Psyllium husk powder, Turmeric fingers, Turmeric flakes, Turmeric Powder"
